"run","Consumer Total Panics","Consumer Liquidity Panics","Consumer Panic Panics","Consumer Estimated Liquidity Withdrawals","Consumer Estimated Panic Withdrawals","Consumer Estimated Bank Assets - Liquidity","Consumer Estimated Bank Assets - Panics","Consumer People Seen Panic","Consumers Shocked","Consumer Cash","Consumer Pure Panic","Bank Total Assets","Bank Total Liabilities","Bank Short Term Assets","Bank Long Term Assets","tick","DD Initial Withdrawals","Consumer Partial Shock","Consumer Count","Consumer Total Assets","Bank Failures","Consumer Average Panic Withdrawals","Consumer Seen Panic Proportion"
49,0.9199999999999999,0.9199999999999999,0.6899999999999998,1.0421057515731776E7,2900890.067741257,1005186.8238919385,3361733.068458089,4.05,0.9000000000000001,4643670.366781508,0.9199999999999999,-1.0,574527.2297665052,0.0,-1.0,8.0,8335962.0740062995,0.9199999999999999,100,5829837.686408203,0.0,2465756.5575950705,0.030000000000000013
49,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8700000000000001,846136.7938561554,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,846136.7938561554,0.0,1.0E-4,1.0E-7
49,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.7999999999999999,216739.07497769984,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,216739.07497769984,0.0,1.0E-4,1.0E-7
49,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.6666666666666667,62333.7680300306,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,62333.7680300306,0.0,1.0E-4,1.0E-7
49,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
51,0.9399999999999998,0.9399999999999998,0.6499999999999998,1.072404174292738E7,2870756.561831441,776675.1848964053,3972368.466955526,4.540000000000002,0.9099999999999999,4887166.481573454,0.9399999999999998,-1.0,568749.330546879,0.0,-1.0,8.0,8386683.572769733,0.9399999999999998,100,5779116.187644765,0.0,2583680.9056582972,0.049999999999999996
51,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9199999999999999,632548.6656403809,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,632548.6656403809,0.0,1.0E-4,1.0E-7
51,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,0.0,0.0,1.0E-4,1.0E-7
53,0.99,0.99,0.6900000000000003,1.1477107583072431E7,3133604.688306361,182396.18088983934,2925676.6609222777,4.6499999999999995,0.9499999999999998,5287762.771794481,0.99,-1.0,724742.0469571492,0.0,-1.0,8.0,8728563.143523078,0.99,100,5437236.616891422,0.0,2788908.172603662,0.13
53,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999998,873791.2623152551,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,873791.2623152551,0.0,1.0E-4,1.0E-7
53,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.857142857142857,106356.68677051371,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,106356.68677051371,0.0,1.0E-4,1.0E-7
53,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
55,0.9400000000000001,0.9400000000000001,0.6499999999999997,1.0435442824040474E7,3009542.3878433555,828000.8050129503,4092822.1516078953,4.28,0.8800000000000001,5120898.343898351,0.9400000000000001,-1.0,545100.2477396438,0.0,-1.0,8.0,8145011.723128909,0.9400000000000001,100,6020788.037285585,0.0,2678492.725191587,0.059999999999999984
55,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999999,885249.5224580398,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,885249.5224580398,0.0,1.0E-4,1.0E-7
55,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9333333333333333,108589.23881095344,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,108589.23881095344,0.0,1.0E-4,1.0E-7
55,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
57,0.9,0.9,0.6399999999999999,1.0206150209118458E7,2809113.159866535,1274990.9355444426,4440852.684156745,4.170000000000001,0.8700000000000001,4730416.53797534,0.9,-1.0,433992.6962551201,0.0,-1.0,8.0,7934262.10679218,0.9,100,6231537.6536223255,0.0,2528201.8438898823,0.010000000000000002
57,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8799999999999998,787672.2526199081,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,787672.2526199081,0.0,1.0E-4,1.0E-7
57,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8666666666666665,178687.2544411435,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,178687.2544411435,0.0,1.0E-4,1.0E-7
57,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,0.0,0.0,1.0E-4,1.0E-7
59,0.8699999999999996,0.8699999999999996,0.6,9574920.49432417,2890062.2163877524,1748443.8212359145,4366226.79051263,3.9000000000000004,0.8400000000000003,4594470.691755166,0.8699999999999996,-1.0,315004.20166153525,0.0,-1.0,8.0,7605696.568421769,0.8699999999999996,100,6560103.19199273,0.0,2456552.8839445906,0.0
59,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8800000000000003,666603.8399499641,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,666603.8399499641,0.0,1.0E-4,1.0E-7
59,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9333333333333332,42386.53727019434,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,42386.53727019434,0.0,1.0E-4,1.0E-7
59,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
61,0.9499999999999998,0.9499999999999998,0.6599999999999998,1.0956178979553407E7,3116414.8892906564,669953.0358703468,3434771.9155707867,4.530000000000001,0.91,5095041.760796998,0.9499999999999998,-1.0,637495.5889487792,0.0,-1.0,8.0,8324610.549226091,0.9499999999999998,100,5841189.2111884095,0.0,2773609.2514796844,0.059999999999999984
61,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9299999999999996,695908.1614047334,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,695908.1614047334,0.0,1.0E-4,1.0E-7
61,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,0.0,0.0,1.0E-4,1.0E-7
63,0.9000000000000002,0.9000000000000002,0.5900000000000002,9746229.30284007,2923502.407086178,1276290.2150033189,4768617.074742009,3.8799999999999994,0.8599999999999999,4967740.104737122,0.9000000000000002,-1.0,431415.21690933814,0.0,-1.0,8.0,7697398.516418024,0.9000000000000002,100,6468401.243996478,0.0,2631152.166387559,0.020000000000000004
63,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8400000000000002,1164016.6041432694,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1164016.6041432694,0.0,1.0E-4,1.0E-7
63,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,80656.93717983158,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,80656.93717983158,0.0,1.0E-4,1.0E-7
63,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
65,0.9600000000000001,0.9600000000000001,0.7399999999999999,1.0805452084446644E7,3308449.5857671928,588255.5553163996,3626650.5775231034,4.820000000000002,0.8899999999999997,5452992.913765037,0.9600000000000001,-1.0,552574.3554756668,0.0,-1.0,8.0,8110275.615812919,0.9600000000000001,100,6055524.1446015835,0.0,3043773.6189138177,0.06999999999999999
65,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.88,1074259.7171985444,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1074259.7171985444,0.0,1.0E-4,1.0E-7
65,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8333333333333333,296427.98416541127,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18,296427.98416541127,0.0,1.0E-4,1.0E-7
65,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,53945.39730779687,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,53945.39730779687,0.0,1.0E-4,1.0E-7
65,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.0,62630.46486472933,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,62630.46486472933,0.0,1.0E-4,1.0E-7
65,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
67,0.9099999999999996,0.9099999999999996,0.6,1.045437605759722E7,3037379.4581618262,1140488.5716246804,4889139.536711264,4.310000000000001,0.8699999999999999,4858668.748494441,0.9099999999999996,-1.0,450045.36739340506,0.0,-1.0,8.0,7950204.684870388,0.9099999999999996,100,6215595.075544112,0.0,2855136.690678116,0.03
67,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999997,792513.416982174,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,792513.416982174,0.0,1.0E-4,1.0E-7
67,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.923076923076923,138148.0979684482,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,138148.0979684482,0.0,1.0E-4,1.0E-7
67,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,0.0,0.0,1.0E-4,1.0E-7
69,0.9600000000000002,0.9600000000000002,0.7000000000000001,1.1077880857338594E7,2943861.2369254827,417862.49228384485,3252976.697726832,4.739999999999998,0.9299999999999999,4909391.675470374,0.9600000000000002,-1.0,607051.5037108579,0.0,-1.0,8.0,8659119.19158223,0.9600000000000002,100,5506680.568832272,0.0,2620036.5008746814,0.060000000000000005
69,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9099999999999999,685785.2115226592,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,685785.2115226592,0.0,1.0E-4,1.0E-7
69,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8333333333333333,147133.99264976173,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12,147133.99264976173,0.0,1.0E-4,1.0E-7
69,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
71,0.9600000000000002,0.9600000000000002,0.6699999999999999,1.0894030778310893E7,3545834.730047003,601867.1265955736,3269448.0912443874,4.440000000000001,0.8899999999999998,5470585.249630935,0.9600000000000002,-1.0,563477.8486107636,0.0,-1.0,8.0,8091863.886137139,0.9600000000000002,100,6073935.874277361,0.0,3013959.5205549523,0.08000000000000003
71,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9000000000000001,887066.953890913,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,887066.953890913,0.0,1.0E-4,1.0E-7
71,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,0.0,0.0,1.0E-4,1.0E-7
73,0.9299999999999999,0.9299999999999999,0.6399999999999997,1.0720079412516396E7,3091734.568734229,898688.817430588,4142330.9849615106,4.61,0.8800000000000001,4993413.439624895,0.9299999999999999,-1.0,526617.4970283384,0.0,-1.0,8.0,8137045.314917393,0.9299999999999999,100,6028754.445497112,0.0,2844395.803243492,0.06999999999999999
73,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.86,1087033.1796116356,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1087033.1796116356,0.0,1.0E-4,1.0E-7
73,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.7894736842105262,219396.0576754198,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,219396.0576754198,0.0,1.0E-4,1.0E-7
73,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8,63694.66735363486,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,5,63694.66735363486,0.0,1.0E-4,1.0E-7
73,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
75,0.9600000000000004,0.9600000000000004,0.6899999999999995,1.0962241503391746E7,3041680.6334290127,597166.7444275509,3773781.824553736,4.310000000000003,0.9099999999999998,5162465.643931885,0.9600000000000004,-1.0,594292.1952646155,0.0,-1.0,8.0,8394966.852219252,0.9600000000000004,100,5770832.908195245,0.0,2737512.5700961095,0.08000000000000002
75,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.88,918642.8872688733,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,918642.8872688733,0.0,1.0E-4,1.0E-7
75,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8823529411764705,121022.28561843328,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,121022.28561843328,0.0,1.0E-4,1.0E-7
75,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
77,0.95,0.95,0.6499999999999997,1.0627795125917692E7,3063826.374525617,879712.3869345322,3534434.5366966454,4.550000000000001,0.8799999999999996,5381364.012414847,0.95,-1.0,608696.7582060986,0.0,-1.0,8.0,8033737.1576747345,0.95,100,6132062.602739768,0.0,2696167.209594545,0.03000000000000001
77,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8399999999999997,1221833.439069775,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1221833.439069775,0.0,1.0E-4,1.0E-7
77,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9166666666666664,121413.00848385511,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,24,121413.00848385511,0.0,1.0E-4,1.0E-7
77,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
79,0.8799999999999996,0.8799999999999996,0.66,9633747.383537645,2981955.6729866583,1535970.648667818,4435104.1314668255,3.85,0.8499999999999998,4559482.47350528,0.8799999999999996,-1.0,354884.4740383205,0.0,-1.0,8.0,7815464.080023307,0.8799999999999996,100,6350335.680391192,0.0,2653940.5489691263,0.010000000000000004
79,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8600000000000001,1034001.4933203214,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1034001.4933203214,0.0,1.0E-4,1.0E-7
79,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9411764705882352,75938.10678153802,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,75938.10678153802,0.0,1.0E-4,1.0E-7
79,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
81,0.9399999999999997,0.9399999999999997,0.6000000000000002,1.0494754708568005E7,3001092.2398832277,868045.499858607,3510360.8848875663,4.189999999999999,0.8899999999999998,5179718.413734452,0.9399999999999997,-1.0,600160.8999367158,0.0,-1.0,8.0,8090728.8369285455,0.9399999999999997,100,6075070.923485954,0.0,2520917.481517911,0.03
81,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999999,774489.0828012364,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,774489.0828012364,0.0,1.0E-4,1.0E-7
81,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8,188701.9624260341,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,188701.9624260341,0.0,1.0E-4,1.0E-7
81,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,0.0,0.0,1.0E-4,1.0E-7
83,0.9600000000000001,0.9499999999999997,0.7,1.0763762977351984E7,3014402.393525008,636753.4778331226,4033998.3831979968,4.490000000000003,0.8999999999999998,5229453.296057172,0.9600000000000001,-1.0,547142.7455653425,0.0,-1.0,8.0,8345583.33815916,0.9600000000000001,100,5820216.422255337,0.0,2803394.225985258,0.06999999999999999
83,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9099999999999998,781469.3436384009,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,781469.3436384009,0.0,1.0E-4,1.0E-7
83,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9333333333333332,51694.039919068884,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15,51694.039919068884,0.0,1.0E-4,1.0E-7
83,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
85,0.8900000000000001,0.8900000000000001,0.6299999999999998,9869682.10758618,3141765.176431588,1457487.671668758,4524576.487842468,4.310000000000001,0.8499999999999996,4984680.463341551,0.8900000000000001,-1.0,380020.2549482409,0.0,-1.0,8.0,7557206.473781545,0.8900000000000001,100,6608593.286632959,0.0,2827588.658798429,0.020000000000000007
85,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8800000000000001,747255.0354998023,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,747255.0354998023,0.0,1.0E-4,1.0E-7
85,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.875,120155.26926216035,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16,120155.26926216035,0.0,1.0E-4,1.0E-7
85,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.6666666666666667,57950.49581138083,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,57950.49581138083,0.0,1.0E-4,1.0E-7
85,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
87,0.9299999999999999,0.9299999999999999,0.7399999999999999,1.0386681181310194E7,2895165.651430446,832664.4689399537,3601032.4122485328,4.38,0.8900000000000002,4752207.471483341,0.9299999999999999,-1.0,484289.3212596024,0.0,-1.0,8.0,8359528.305231975,0.9299999999999999,100,5806271.4551825235,0.0,2692504.055837315,0.030000000000000006
87,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8699999999999997,804699.4185618485,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,804699.4185618485,0.0,1.0E-4,1.0E-7
87,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,15830.567101655586,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,15830.567101655586,0.0,1.0E-4,1.0E-7
87,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
89,0.9500000000000001,0.9500000000000001,0.6699999999999997,1.0899542713735193E7,3146559.1027136943,617794.5849008928,3683229.2279064315,4.569999999999999,0.9199999999999998,5121208.167699782,0.9500000000000001,-1.0,593145.6940770276,0.0,-1.0,8.0,8303483.397740386,0.9500000000000001,100,5862316.362674115,0.0,2863368.783478462,0.049999999999999975
89,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9199999999999999,628113.9900997931,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,628113.9900997931,0.0,1.0E-4,1.0E-7
89,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9090909090909091,68881.87763450123,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,68881.87763450123,0.0,1.0E-4,1.0E-7
89,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
91,0.94,0.94,0.59,1.037782392509695E7,3112056.9176644585,845407.3658174285,4533889.797087545,4.299999999999999,0.8599999999999999,5489279.269036267,0.94,-1.0,509991.75979088905,0.0,-1.0,8.0,7773455.726371461,0.94,100,6392344.034043037,0.0,2831971.7950836574,0.05000000000000002
91,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8699999999999998,1236476.4283572985,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1236476.4283572985,0.0,1.0E-4,1.0E-7
91,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.894736842105263,231202.20960106835,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,231202.20960106835,0.0,1.0E-4,1.0E-7
91,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,0.0,0.0,1.0E-4,1.0E-7
93,0.9400000000000001,0.9400000000000001,0.6299999999999998,1.0621191952372266E7,3054307.7819740903,766855.4881880578,3251862.146948424,4.409999999999999,0.92,5127725.892680096,0.9400000000000001,-1.0,578647.156751811,0.0,-1.0,8.0,8224074.393692808,0.9500000000000002,100,5941725.366721692,0.0,2565618.5368742365,0.04000000100000002
93,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8899999999999996,753245.0772748996,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,753245.0772748996,0.0,1.0E-4,1.0E-7
93,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,0.0,0.0,1.0E-4,1.0E-7
95,0.9499999999999998,0.9499999999999998,0.6900000000000003,1.0853268755291745E7,2993242.9989679945,618487.4959708855,3564926.551079148,4.64,0.9199999999999999,4936222.655545366,0.9499999999999998,-1.0,597849.0235272001,0.0,-1.0,8.0,8476881.796453722,0.9499999999999998,100,5688917.963960772,0.0,2723851.129069876,0.07999999999999999
95,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.94,403200.6241900827,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,403200.6241900827,0.0,1.0E-4,1.0E-7
95,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10,0.0,0.0,1.0E-4,1.0E-7
97,0.98,0.98,0.7300000000000001,1.1064605154670564E7,3159786.7085215054,400739.992145658,3628723.3405850152,4.639999999999999,0.9400000000000003,5383476.764660138,0.98,-1.0,635677.2905092975,0.0,-1.0,8.0,8474751.604596343,0.98,100,5691048.155818156,0.0,2938601.638932002,0.09999999999999995
97,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.88,992013.4878861405,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,992013.4878861405,0.0,1.0E-4,1.0E-7
97,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9374999999999999,73354.05649433486,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16,73354.05649433486,0.0,1.0E-4,1.0E-7
97,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
99,0.9399999999999998,0.9399999999999998,0.6699999999999997,1.0579011059727255E7,3155014.3082317305,863391.8923007966,3937382.378838272,4.379999999999999,0.89,5202850.479935552,0.9399999999999998,-1.0,546249.3066807918,0.0,-1.0,8.0,8050048.35982592,0.9399999999999998,100,6115751.400588582,0.0,2839512.877418558,0.049999999999999996
99,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.86,1027501.5557025592,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1027501.5557025592,0.0,1.0E-4,1.0E-7
99,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9444444444444443,138438.8819332893,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18,138438.8819332893,0.0,1.0E-4,1.0E-7
99,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.5,74958.70030404712,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,74958.70030404712,0.0,1.0E-4,1.0E-7
99,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
101,0.9199999999999998,0.9199999999999998,0.6999999999999998,1.0361333571600465E7,3186228.297160538,1099468.4948677458,4141780.29760717,4.440000000000001,0.86,5176616.050591665,0.9199999999999998,-1.0,459135.9026101309,0.0,-1.0,8.0,7879517.345568986,0.9299999999999998,100,6286282.414845514,0.0,2899467.750425089,0.04000000100000002
101,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.82,1527691.3611065685,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1527691.3611065685,0.0,1.0E-4,1.0E-7
