"run","Consumer Total Panics","Consumer Liquidity Panics","Consumer Panic Panics","Consumer Estimated Liquidity Withdrawals","Consumer Estimated Panic Withdrawals","Consumer Estimated Bank Assets - Liquidity","Consumer Estimated Bank Assets - Panics","Consumer People Seen Panic","Consumers Shocked","Consumer Cash","Consumer Pure Panic","Bank Total Assets","Bank Total Liabilities","Bank Short Term Assets","Bank Long Term Assets","tick","DD Initial Withdrawals","Consumer Partial Shock","Consumer Count","Consumer Total Assets","Bank Failures","Consumer Average Panic Withdrawals","Consumer Seen Panic Proportion"
101,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8695652173913042,335513.44018187287,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,23,335513.44018187287,0.0,1.0E-4,1.0E-7
101,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,6,0.0,0.0,1.0E-4,1.0E-7
103,0.9399999999999998,0.9399999999999998,0.6300000000000002,1.0579207754661107E7,3521524.7682507667,897704.8812047335,3587838.5643169326,4.360000000000002,0.87,5262068.939231902,0.9399999999999998,-1.0,492169.8001210862,0.0,-1.0,8.0,8007429.301099883,0.9399999999999998,100,6158370.459314619,0.0,3098941.7960726735,0.06
103,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9399999999999997,646871.7540049306,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,646871.7540049306,0.0,1.0E-4,1.0E-7
103,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.923076923076923,68550.30083494418,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,68550.30083494418,0.0,1.0E-4,1.0E-7
103,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
105,0.92,0.92,0.6699999999999999,1.056530680077842E7,3189557.6276814216,969177.8295412647,4128087.8660897845,4.480000000000001,0.8799999999999999,5007945.01642729,0.92,-1.0,511415.09441462863,0.0,-1.0,8.0,7972771.776375164,0.92,100,6193027.984039335,0.0,2870601.864923278,0.030000000000000006
105,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9099999999999995,713604.3967795313,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,713604.3967795313,0.0,1.0E-4,1.0E-7
105,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.846153846153846,149376.06520032694,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,149376.06520032694,0.0,1.0E-4,1.0E-7
105,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
107,0.9500000000000001,0.9500000000000001,0.65,1.062735001572792E7,3371738.6542531247,717917.8084244959,3739167.0615534172,4.4099999999999975,0.8999999999999999,5379339.488980884,0.9500000000000001,-1.0,532023.4047389387,0.0,-1.0,8.0,8040060.708557492,0.9500000000000001,100,6125739.051857015,0.0,2967130.015754749,0.060000000000000026
107,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9,997599.16834075,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,997599.16834075,0.0,1.0E-4,1.0E-7
107,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9285714285714285,171358.2879545726,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,171358.2879545726,0.0,1.0E-4,1.0E-7
107,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,0.0,0.0,1.0E-4,1.0E-7
109,0.9299999999999999,0.9299999999999999,0.6500000000000004,1.0679190606292332E7,3071283.5493291127,832666.7282553207,3568539.513496902,4.389999999999998,0.9099999999999997,4968175.66130267,0.9299999999999999,-1.0,598814.4330150852,0.0,-1.0,8.0,8252117.526733507,0.9400000000000001,100,5913682.233680991,0.0,2702729.5234216196,0.060000001000000004
109,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8899999999999998,700062.4219305993,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,700062.4219305993,0.0,1.0E-4,1.0E-7
109,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9285714285714285,9564.722286123033,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,9564.722286123033,0.0,1.0E-4,1.0E-7
109,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
111,0.9400000000000001,0.9400000000000001,0.69,1.079199553532526E7,3229054.4740125616,848954.4636972301,3209501.7764384933,4.45,0.9099999999999998,5050925.803274737,0.9400000000000001,-1.0,535759.8447060448,0.0,-1.0,8.0,8313863.691022616,0.95,100,5851936.069391885,0.0,2841567.937143054,0.11000000100000004
111,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9,818412.7232358403,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,818412.7232358403,0.0,1.0E-4,1.0E-7
111,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.923076923076923,128835.26601402892,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,128835.26601402892,0.0,1.0E-4,1.0E-7
111,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
113,0.96,0.96,0.6900000000000003,1.086394298746409E7,3101690.2602955746,490430.71992960694,3201005.7225421104,4.650000000000004,0.9299999999999998,5187456.89839608,0.96,-1.0,656943.6899483798,0.0,-1.0,8.0,8400938.534802388,0.96,100,5764861.225612116,0.0,2698470.5264701513,0.03000000000000002
113,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8799999999999998,850790.0153044729,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,850790.0153044729,0.0,1.0E-4,1.0E-7
113,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9285714285714285,119392.0454224801,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,119392.0454224801,0.0,1.0E-4,1.0E-7
113,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
115,0.9499999999999998,0.9499999999999998,0.7399999999999999,1.121343717273983E7,3085009.7233514655,651448.2077747558,3273685.4103581035,4.820000000000002,0.9299999999999999,4930490.326475491,0.9499999999999998,-1.0,611888.5631087975,0.0,-1.0,8.0,8504884.075431952,0.9499999999999998,100,5660915.684982551,0.0,2838208.9454913507,0.06
115,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8399999999999997,1015867.2931145907,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1015867.2931145907,0.0,1.0E-4,1.0E-7
115,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,70404.0858616281,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,70404.0858616281,0.0,1.0E-4,1.0E-7
115,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
117,0.9499999999999997,0.9499999999999997,0.6899999999999998,1.087835371931108E7,3241159.851173757,647521.5534668363,3954859.790363611,4.719999999999999,0.8999999999999999,5328105.257221186,0.9499999999999997,-1.0,566481.31045252,0.0,-1.0,8.0,8174624.113775096,0.9600000000000001,100,5991175.646639402,0.0,3014278.6615985944,0.060000001000000046
117,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8499999999999996,1203043.7102231965,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1203043.7102231965,0.0,1.0E-4,1.0E-7
117,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8636363636363635,177628.64435442453,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,22,177628.64435442453,0.0,1.0E-4,1.0E-7
117,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.75,32664.05599101784,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,32664.05599101784,0.0,1.0E-4,1.0E-7
117,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
119,0.96,0.96,0.74,1.0964032979956873E7,2919707.4923937074,560168.5581205203,3313309.97872853,4.6300000000000034,0.9299999999999997,5037012.170691115,0.96,-1.0,617344.9571060668,0.0,-1.0,8.0,8541187.925066015,0.96,100,5624611.835348487,0.0,2686130.893010211,0.06999999999999997
119,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8599999999999999,895288.6046443483,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,895288.6046443483,0.0,1.0E-4,1.0E-7
119,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8235294117647058,188403.3391260472,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,17,188403.3391260472,0.0,1.0E-4,1.0E-7
119,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,0.0,0.0,1.0E-4,1.0E-7
121,0.92,0.92,0.6799999999999997,1.0626353490007596E7,3074721.182679524,1169252.4887356362,4029145.25051543,4.33,0.8699999999999999,4970942.90875739,0.92,-1.0,509024.87411183433,0.0,-1.0,8.0,7983949.544062166,0.92,100,6181850.216352332,0.0,2767249.0644215727,0.03
121,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999997,913265.3615606992,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,913265.3615606992,0.0,1.0E-4,1.0E-7
121,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,85679.15973532491,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,85679.15973532491,0.0,1.0E-4,1.0E-7
121,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
123,0.9699999999999999,0.9699999999999999,0.75,1.1221693460965374E7,2782287.499730021,386939.1830303271,3194804.910844231,4.68,0.9499999999999997,4927221.780199857,0.9699999999999999,-1.0,696418.3342497251,0.0,-1.0,8.0,8797895.900711343,0.9699999999999999,100,5367903.859703155,0.0,2531881.6247633183,0.09999999999999998
123,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8599999999999999,920179.2825594213,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,920179.2825594213,0.0,1.0E-4,1.0E-7
123,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9375,70080.2979044299,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16,70080.2979044299,0.0,1.0E-4,1.0E-7
123,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
125,0.9199999999999999,0.9199999999999999,0.6699999999999999,1.0621495224945024E7,2915268.7516662823,1092356.3194613536,3578961.4435077854,4.070000000000001,0.89,4743677.115320664,0.9199999999999999,-1.0,536983.3600880207,0.0,-1.0,8.0,8225326.8425918855,0.9199999999999999,100,5940472.9178226115,0.0,2477978.43893134,0.06000000000000001
125,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8699999999999997,769500.6082085888,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,769500.6082085888,0.0,1.0E-4,1.0E-7
125,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8749999999999999,45487.67708166354,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16,45487.67708166354,0.0,1.0E-4,1.0E-7
125,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
127,0.9500000000000001,0.9500000000000001,0.6599999999999998,1.1000861528096396E7,2743731.604834936,662651.928979416,3809081.890192525,4.420000000000002,0.9399999999999997,4938544.189687769,0.9500000000000001,-1.0,651437.4530073929,0.0,-1.0,8.0,8479216.970040288,0.9500000000000001,100,5686582.790374216,0.0,2414483.812266744,0.11000000000000001
127,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9199999999999997,560059.3870451566,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,560059.3870451566,0.0,1.0E-4,1.0E-7
127,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9090909090909091,94093.60780747005,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,94093.60780747005,0.0,1.0E-4,1.0E-7
127,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.6666666666666667,91521.07235957442,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,91521.07235957442,0.0,1.0E-4,1.0E-7
127,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,32015.20865345745,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,32015.20865345745,0.0,1.0E-4,1.0E-7
127,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
129,0.9499999999999997,0.9499999999999997,0.6700000000000002,1.0685786597127559E7,3325768.56478529,731414.8599854837,3925275.196029571,4.4200000000000035,0.88,5335327.184479732,0.9499999999999997,-1.0,487276.6497851676,0.0,-1.0,8.0,8071550.067555084,0.9499999999999997,100,6094249.692859419,0.0,3026449.3939636145,0.09000000000000001
129,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8799999999999998,1187377.2287578096,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1187377.2287578096,0.0,1.0E-4,1.0E-7
129,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8749999999999998,330620.4021685862,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16,330620.4021685862,0.0,1.0E-4,1.0E-7
129,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,5,0.0,0.0,1.0E-4,1.0E-7
131,0.96,0.96,0.7000000000000001,1.0869321264765853E7,3267292.0191931846,662104.267758417,3751428.844985685,4.5299999999999985,0.8899999999999997,5475047.68938154,0.96,-1.0,521764.64890622266,0.0,-1.0,8.0,8083032.419665645,0.96,100,6082767.340748854,0.0,3005908.657665728,0.07
131,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9399999999999998,714146.8381861298,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,714146.8381861298,0.0,1.0E-4,1.0E-7
131,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.7692307692307693,200199.88356120497,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,200199.88356120497,0.0,1.0E-4,1.0E-7
131,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,1611.6156402197084,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,1611.6156402197084,0.0,1.0E-4,1.0E-7
131,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
133,0.9400000000000001,0.9400000000000001,0.6599999999999997,1.0680526006720027E7,3073661.656507064,672704.055564023,3462575.6195911365,4.36,0.9200000000000002,5036487.208494197,0.9400000000000001,-1.0,558007.6376328596,0.0,-1.0,8.0,8223462.85874204,0.9400000000000001,100,5942336.901672458,0.0,2674085.6411741464,0.06
133,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.93,520772.6723270089,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,520772.6723270089,0.0,1.0E-4,1.0E-7
133,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.7777777777777778,139007.3252921328,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,9,139007.3252921328,0.0,1.0E-4,1.0E-7
133,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,0.0,0.0,1.0E-4,1.0E-7
135,0.9,0.9,0.6599999999999999,9969741.953896469,3109478.4156620163,1324744.0548851239,3918941.11904821,4.26,0.8499999999999998,4832530.968431259,0.9,-1.0,417046.3334531496,0.0,-1.0,8.0,7848862.444218015,0.9,100,6316937.3161964845,0.0,2736341.005794575,0.03
135,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9299999999999997,670224.3309345541,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,670224.3309345541,0.0,1.0E-4,1.0E-7
135,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9090909090909091,164835.52750951087,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,164835.52750951087,0.0,1.0E-4,1.0E-7
135,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,9377.356022110907,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3,9377.356022110907,0.0,1.0E-4,1.0E-7
135,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
137,0.93,0.93,0.62,1.0339935291611942E7,3264152.5291436897,986501.942681289,4265247.120822782,4.34,0.8699999999999997,5209941.375820363,0.93,-1.0,504035.13257667754,0.0,-1.0,8.0,7905409.264699898,0.93,100,6260390.495714604,0.0,2905095.750948882,0.030000000000000013
137,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8799999999999999,884889.940540934,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,884889.940540934,0.0,1.0E-4,1.0E-7
137,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.894736842105263,129528.42376134508,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,129528.42376134508,0.0,1.0E-4,1.0E-7
137,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
139,0.9600000000000002,0.9600000000000002,0.63,1.069522059207772E7,3240644.545453506,624979.8784116867,3691842.9979969533,4.459999999999999,0.8999999999999999,5483075.542164637,0.9600000000000002,-1.0,529654.8413293996,0.0,-1.0,8.0,8080031.245985753,0.9600000000000002,100,6085768.514428745,0.0,2819360.7545575495,0.049999999999999975
139,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9499999999999997,697909.8967258912,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,697909.8967258912,0.0,1.0E-4,1.0E-7
139,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.6666666666666666,301809.93475278147,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12,301809.93475278147,0.0,1.0E-4,1.0E-7
139,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,0.0,0.0,1.0E-4,1.0E-7
141,0.97,0.97,0.7500000000000001,1.1133915237487605E7,3039889.79430512,364458.67989742884,3427671.489245085,4.86,0.93,5186358.752378174,0.97,-1.0,678725.1107652888,0.0,-1.0,8.0,8533984.302914592,0.97,100,5631815.457499908,0.0,2766299.71282666,0.06000000000000001
141,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8500000000000002,1159722.3369874603,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1159722.3369874603,0.0,1.0E-4,1.0E-7
141,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8421052631578947,189042.64902030322,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,189042.64902030322,0.0,1.0E-4,1.0E-7
141,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4,0.0,0.0,1.0E-4,1.0E-7
143,0.9699999999999999,0.9699999999999999,0.74,1.11034112046198E7,3167429.0311591392,478202.49132002844,3465623.45989221,4.82,0.9200000000000002,5320390.948855684,0.9699999999999999,-1.0,651934.2337673958,0.0,-1.0,8.0,8510342.440906392,0.98,100,5655457.319508108,0.0,2850686.1280532246,0.07999999999999999
143,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8700000000000001,1061849.4407365855,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1061849.4407365855,0.0,1.0E-4,1.0E-7
143,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,19,0.0,0.0,1.0E-4,1.0E-7
145,0.9899999999999999,0.9899999999999999,0.7499999999999999,1.1271991446036577E7,3057131.68367697,143098.60629758038,2714773.4692918705,4.6400000000000015,0.9499999999999996,5245354.408203672,0.9899999999999999,-1.0,722911.9435703951,0.0,-1.0,8.0,8773731.961338019,0.9899999999999999,100,5392067.799076478,0.0,2720847.198483505,0.1300000000000001
145,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8899999999999997,912790.0214168697,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,912790.0214168697,0.0,1.0E-4,1.0E-7
145,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,179838.5357145507,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13,179838.5357145507,0.0,1.0E-4,1.0E-7
145,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,22951.14619731088,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,22951.14619731088,0.0,1.0E-4,1.0E-7
145,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
147,0.9699999999999998,0.9699999999999998,0.6800000000000003,1.1016366800673526E7,3172754.9333617073,577741.0223947748,3450690.156924266,4.66,0.8999999999999998,5351785.929179686,0.9699999999999998,-0.99999999999567,651279.4057709073,4.3300260585965585E-12,-1.0,8.0,8366993.987400002,0.9699999999999998,100,5798805.773014499,0.0,2792024.3413703023,0.06
147,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9299999999999999,814880.3076452429,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,814880.3076452429,0.0,1.0E-4,1.0E-7
147,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9285714285714285,137307.60351768884,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14,137307.60351768884,0.0,1.0E-4,1.0E-7
147,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2,0.0,0.0,1.0E-4,1.0E-7
149,0.9499999999999996,0.9499999999999996,0.6800000000000004,1.0695884952024093E7,3034969.047168305,699549.7564829029,3899518.694020661,4.54,0.9,5210447.358308281,0.9499999999999996,-1.0,566866.7438885487,0.0,-1.0,8.0,8199533.2869038405,0.9499999999999996,100,5966266.473510661,0.0,2761821.832932159,0.020000000000000007
149,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9600000000000002,532963.7577738918,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,532963.7577738918,0.0,1.0E-4,1.0E-7
149,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,9,0.0,0.0,1.0E-4,1.0E-7
151,0.8800000000000001,0.8800000000000001,0.6299999999999999,1.003681326699824E7,2696418.6051926166,1491245.649842745,4244588.499550786,3.88,0.8699999999999997,4325734.746064786,0.8800000000000001,-1.0,397458.1483903519,0.0,-1.0,8.0,8036482.915121205,0.8800000000000001,100,6129316.845293299,0.0,2291955.8144287253,0.03
151,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8999999999999998,526227.6944534475,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,526227.6944534475,0.0,1.0E-4,1.0E-7
151,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.9090909090909091,25724.64572404598,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,11,25724.64572404598,0.0,1.0E-4,1.0E-7
151,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1,0.0,0.0,1.0E-4,1.0E-7
153,0.9299999999999998,0.9299999999999998,0.6300000000000003,1.0543726296444407E7,3358732.972920419,922156.6073052486,4088205.7149608363,4.4399999999999995,0.8599999999999997,5280917.382750854,0.9299999999999998,-1.0,511847.0442358327,0.0,-1.0,8.0,7836120.979344866,0.9299999999999998,100,6329678.7810696345,0.0,3056447.005366582,0.040000000000000015
153,0.0,0.0,0.0,1.0E-4,0.0,1.0E-4,1.0E-4,0.0,0.8599999999999995,1210898.6458280873,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,100,1210898.6458280873,0.0,1.0E-4,1.0E-7
