run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Seen Panic Proportion,Bank Total Assets After Initial Withdrawals,Bank Net Worth
143,0,0,0,4208613.678,0,0,0.619047619,0,0,1.22E+07,1.41E+07,5922303.07,6265517.526,45,4676326.35,0.476190476,84,1.41E+07,0,0,1.22E+07,-1909445.45
143,0,0,0,2615409.551,0,0,0.472222222,0,0,1.44E+07,1.62E+07,8522877.584,5922303.07,57,2756717.651,0.361111111,72,1.62E+07,0,0,1.44E+07,-1762684.754
143,0,0,0,3013349.295,0,0,0.515625,0,0,1.61E+07,1.86E+07,7589460.394,8522877.584,69,2826320.96,0.46875,64,1.86E+07,0,0,1.61E+07,-2504356.908
143,0,0,0,3203463.607,0,0,0.573770492,0,0,1.96E+07,2.15E+07,1.20E+07,7589460.394,81,3072908.644,0.557377049,61,2.15E+07,0,0,1.96E+07,-1947223.636
143,0,0,0,2372015.344,0,0,0.45,0,0,2.32E+07,2.62E+07,1.12E+07,1.20E+07,93,2215205.8,0.416666667,60,2.62E+07,0,0,2.32E+07,-2993143.535
143,0,0,0,2816211.98,0,0,0.5,0,0,3.02E+07,3.22E+07,1.89E+07,1.12E+07,105,2536923.558,0.465517241,58,3.22E+07,0,0,3.02E+07,-2012253.585
143,0,0,0,2674958.184,0,0,0.571428571,0,0,3.65E+07,3.99E+07,1.76E+07,1.89E+07,117,2792593.264,0.446428571,56,3.99E+07,0,0,3.65E+07,-3411103.67
143,0,0,0,2394724.249,0,0,0.489795918,0,0,4.96E+07,5.07E+07,3.20E+07,1.76E+07,129,2071491.901,0.489795918,49,5.07E+07,0,0,4.96E+07,-1120773.228
143,0,0,0,1908474.279,0,0,0.428571429,0,0,6.20E+07,6.51E+07,2.99E+07,3.20E+07,141,1742979.705,0.408163265,49,6.51E+07,0,0,6.20E+07,-3108450.103
145,0,0,0,4351300.232,0,0,0.49,0,0,1.16E+07,1.34E+07,5883060.715,5750001.438,9,4116939.285,0.49,100,1.34E+07,0,0,1.16E+07,-1775376.194
145,0,0,0,4121953.98,1.00E-06,0,0.45,0,0,1.23E+07,1.41E+07,6403229.354,5883060.715,21,3603388.4,0.43,100,1.41E+07,0,1.00E-07,1.23E+07,-1815481.018
145,0,0,0,3709269.714,1.02E-06,0,0.43877551,0,0,1.37E+07,1.57E+07,7302569.56,6403229.354,33,3417069.696,0.357142857,98,1.57E+07,0,1.02E-07,1.37E+07,-1964762.329
145,0,0,0,3816111.552,0,0,0.511111111,0,0,1.51E+07,1.72E+07,7776274.623,7302569.56,45,3880829.361,0.411111111,90,1.72E+07,0,0,1.51E+07,-2155278.655
145,0,0,0,3535498.119,1.23E-06,0,0.50617284,0,0,1.73E+07,1.95E+07,9571963.773,7776274.623,57,3425520.252,0.456790123,81,1.95E+07,0,1.23E-07,1.73E+07,-2148812.978
145,0,0,0,3986082.911,1.30E-06,0,0.597402597,0,0,1.97E+07,2.21E+07,1.02E+07,9571963.773,69,3917147.735,0.506493506,77,2.21E+07,0,1.30E-07,1.97E+07,-2409654.276
145,0,0,0,3233480.417,1.43E-06,0,0.5,0,0,2.44E+07,2.65E+07,1.42E+07,1.02E+07,81,2865997.488,0.442857143,70,2.65E+07,0,1.43E-07,2.44E+07,-2113105.061
145,0,0,0,2906469.74,1.52E-06,0,0.545454545,0,0,2.95E+07,3.21E+07,1.53E+07,1.42E+07,93,2932586.392,0.484848485,66,3.21E+07,0,1.52E-07,2.95E+07,-2612849.275
145,0,0,0,3355001.839,1.61E-06,0,0.596774194,0,0,3.76E+07,3.93E+07,2.24E+07,1.53E+07,105,3077626.326,0.596774194,62,3.93E+07,0,1.61E-07,3.76E+07,-1682991.079
145,0,0,0,3108814.232,1.61E-06,0,0.532258065,0,0,4.71E+07,4.91E+07,2.47E+07,2.24E+07,117,2662861.12,0.516129032,62,4.91E+07,0,1.61E-07,4.71E+07,-2017458.432
145,0,0,0,3234512.347,1.64E-06,0,0.557377049,0,0,6.21E+07,6.19E+07,3.74E+07,2.47E+07,129,2982525.589,0.557377049,61,6.19E+07,0,1.64E-07,6.21E+07,182120.9074
145,0,0,0,2298022.149,1.64E-06,0,0.442622951,0,0,7.97E+07,7.92E+07,4.23E+07,3.74E+07,141,2282711.899,0.442622951,61,7.92E+07,0,1.64E-07,7.97E+07,514790.0016
147,0,0,0,4455325.013,0,0,0.5,0,0,1.15E+07,1.33E+07,5799304.493,5750001.438,9,4200695.507,0.5,100,1.33E+07,0,0,1.15E+07,-1775376.194
147,0,0,0,5075731.137,0,0,0.55,0,0,1.10E+07,1.28E+07,5249496.492,5799304.493,21,4771651.935,0.53,100,1.28E+07,0,0,1.10E+07,-1789676.467
147,0,0,0,2604195.579,0,0,0.357142857,0,0,1.32E+07,1.49E+07,7988185.613,5249496.492,33,2759916.403,0.234693878,98,1.49E+07,0,0,1.32E+07,-1615376.505
147,0,0,0,3495234.724,1.16E-06,0,0.488372093,0,0,1.39E+07,1.64E+07,5891737.158,7988185.613,45,3543691.167,0.406976744,86,1.64E+07,0,1.16E-07,1.39E+07,-2492575.711
147,0,0,0,2986713.915,0,0,0.417721519,0,0,1.74E+07,1.90E+07,1.15E+07,5891737.158,57,2657565.808,0.405063291,79,1.90E+07,0,0,1.74E+07,-1645735.709
147,0,0,0,3565363.061,0,0,0.525641026,0,0,1.84E+07,2.18E+07,6942391.256,1.15E+07,69,3562204.476,0.435897436,78,2.18E+07,0,0,1.84E+07,-3318856.852
147,0,0,0,2933273.867,1.41E-06,0,0.521126761,0,0,2.45E+07,2.58E+07,1.76E+07,6942391.256,81,3193301.686,0.450704225,71,2.58E+07,0,1.41E-07,2.45E+07,-1301137.866
147,0,0,0,3583807.949,0,0,0.621212121,0,0,2.62E+07,3.04E+07,8600020.783,1.76E+07,93,3650858.843,0.560606061,66,3.04E+07,0,0,2.62E+07,-4257158.018
147,0,0,0,1977487.858,0,0,0.35483871,0,0,3.86E+07,3.86E+07,3.00E+07,8600020.783,105,1689651.329,0.338709677,62,3.86E+07,0,0,3.86E+07,-8644.025744
147,0,0,0,3377924.035,1.64E-06,0,0.62295082,0,0,4.19E+07,4.75E+07,1.19E+07,3.00E+07,117,3323680.942,0.590163934,61,4.75E+07,0,1.64E-07,4.19E+07,-5611289.694
147,0,0,0,2808223.033,1.69E-06,0,0.525423729,0,0,6.35E+07,6.01E+07,5.16E+07,1.19E+07,129,2721719.756,0.491525424,59,6.01E+07,0,1.69E-07,6.35E+07,3365182.555
147,0,0,0,2771020.075,1.75E-06,0,0.526315789,0,0,7.03E+07,7.66E+07,1.88E+07,5.16E+07,141,2543847.775,0.49122807,57,7.66E+07,0,1.75E-07,7.03E+07,-6296710.024
149,0,0,0,3672701.872,0,0,0.44,0,0,1.22E+07,1.40E+07,6473044.982,5750001.438,9,3526955.018,0.44,100,1.40E+07,0,0,1.22E+07,-1775376.194
149,0,0,0,5073935.08,0,0,0.56,0,0,1.17E+07,1.37E+07,5249726.676,6473044.982,21,4799268.354,0.52,100,1.37E+07,0,0,1.17E+07,-1997812.211
149,0,0,0,4025306.058,0,0,0.552083333,0,0,1.28E+07,1.43E+07,7521867.438,5249726.676,33,4473758.779,0.416666667,96,1.43E+07,0,0,1.28E+07,-1556416.722
149,0,0,0,3592459.862,0,0,0.518072289,0,0,1.33E+07,1.55E+07,5739658.685,7521867.438,45,3604028.378,0.43373494,83,1.55E+07,0,0,1.33E+07,-2266937.757
149,0,0,0,2368508.172,0,0,0.368421053,0,0,1.69E+07,1.84E+07,1.12E+07,5739658.685,57,2212026.623,0.302631579,76,1.84E+07,0,0,1.69E+07,-1535017.694
149,0,0,0,3002546.494,0,0,0.478873239,0,0,1.84E+07,2.16E+07,7277343.271,1.12E+07,69,2829821.511,0.450704225,71,2.16E+07,0,0,1.84E+07,-3138598.85
149,0,0,0,2733215.023,0,0,0.434782609,0,0,2.48E+07,2.61E+07,1.75E+07,7277343.271,81,2383811.127,0.420289855,69,2.61E+07,0,0,2.48E+07,-1348256.045
149,0,0,0,3011913.497,0,0,0.5,0,0,2.76E+07,3.17E+07,1.01E+07,1.75E+07,93,2795683.556,0.470588235,68,3.17E+07,0,0,2.76E+07,-4114759.94
149,0,0,0,2407906.008,0,0,0.439393939,0,0,3.92E+07,3.96E+07,2.92E+07,1.01E+07,105,2307774.501,0.424242424,66,3.96E+07,0,0,3.92E+07,-336424.927
149,0,0,0,2731501.552,1.54E-06,0,0.523076923,0,0,4.44E+07,4.95E+07,1.52E+07,2.92E+07,117,2778705.033,0.461538462,65,4.95E+07,0,1.54E-07,4.44E+07,-5054507.676
149,0,0,0,2621096.9,0,0,0.459016393,0,0,6.58E+07,6.32E+07,5.06E+07,1.52E+07,129,2267996.276,0.409836066,61,6.32E+07,0,0,6.58E+07,2661011.386
149,0,0,0,1857759.316,0,0,0.362068966,0,0,7.63E+07,8.16E+07,2.57E+07,5.06E+07,141,1606241.696,0.362068966,58,8.16E+07,0,0,7.63E+07,-5243901.119
151,0,0,0,4762452.115,0,0,0.53,0,0,1.14E+07,1.31E+07,5605342.942,5750001.438,9,4394657.058,0.53,100,1.31E+07,0,0,1.14E+07,-1775376.194
151,0,0,0,5321022.649,0,0,0.56,0,0,1.07E+07,1.25E+07,5127011.191,5605342.942,21,4910107.894,0.5,100,1.25E+07,0,0,1.07E+07,-1729481.255
151,0,0,0,3421087.397,0,0,0.478723404,0,0,1.19E+07,1.35E+07,6751222.43,5127011.191,33,3769118.099,0.35106383,94,1.35E+07,0,0,1.19E+07,-1594093.02
151,0,0,0,3590862.61,0,0,0.524390244,0,0,1.23E+07,1.44E+07,5545158.783,6751222.43,45,3637607.372,0.43902439,82,1.44E+07,0,0,1.23E+07,-2134193.546
151,0,0,0,3477678.574,0,0,0.533333333,0,0,1.41E+07,1.58E+07,8591286.478,5545158.783,57,3383181.351,0.453333333,75,1.58E+07,0,0,1.41E+07,-1688505.94
151,0,0,0,2707121.527,0,0,0.492753623,0,0,1.57E+07,1.83E+07,7111279.031,8591286.478,69,2706346.566,0.420289855,69,1.83E+07,0,0,1.57E+07,-2628065.549
151,0,0,0,2473230.414,0,0,0.5,0,0,1.98E+07,2.17E+07,1.27E+07,7111279.031,81,2636165.829,0.453125,64,2.17E+07,0,0,1.98E+07,-1906163.754
151,0,0,0,2578681.857,0,0,0.491803279,0,0,2.29E+07,2.64E+07,1.02E+07,1.27E+07,93,2462429.107,0.426229508,61,2.64E+07,0,0,2.29E+07,-3425550.004
151,0,0,0,2125899.933,0,0,0.473684211,0,0,3.10E+07,3.28E+07,2.07E+07,1.02E+07,105,2172246.177,0.403508772,57,3.28E+07,0,0,3.10E+07,-1876726.167
151,0,0,0,2140947.498,0,0,0.452830189,0,0,3.70E+07,4.13E+07,1.62E+07,2.07E+07,117,2011157.869,0.433962264,53,4.13E+07,0,0,3.70E+07,-4349809.941
151,0,0,0,2150935.992,0,0,0.461538462,0,0,5.17E+07,5.26E+07,3.55E+07,1.62E+07,129,1908491.814,0.461538462,52,5.26E+07,0,0,5.17E+07,-964865.6674
151,0,0,0,1631042.762,0,0,0.346153846,0,0,6.32E+07,6.80E+07,2.78E+07,3.55E+07,141,1348210.78,0.346153846,52,6.80E+07,0,0,6.32E+07,-4752827.935
153,0,0,0,4472416.278,0,0,0.48,0,0,1.16E+07,1.34E+07,5891542.2,5750001.438,9,4108457.8,0.48,100,1.34E+07,0,0,1.16E+07,-1775376.194
153,0,0,0,4080336.961,0,0,0.46,0,0,1.22E+07,1.40E+07,6269477.603,5891542.2,21,3822431.843,0.41,100,1.40E+07,0,0,1.22E+07,-1817089.418
153,0,0,0,3654717.771,1.05E-06,0,0.505263158,0,0,1.29E+07,1.49E+07,6679017.899,6269477.603,33,4006145.339,0.421052632,95,1.49E+07,0,1.05E-07,1.29E+07,-1922926.544
153,0,0,0,4008069.217,0,0,0.551724138,0,0,1.37E+07,1.57E+07,7041149.314,6679017.899,45,4218487.19,0.459770115,87,1.57E+07,0,0,1.37E+07,-1982765.097
153,0,0,0,3786904.185,0,0,0.518987342,0,0,1.55E+07,1.75E+07,8456528.258,7041149.314,57,3453431.077,0.417721519,79,1.75E+07,0,0,1.55E+07,-1986022.5
153,0,0,0,3173504.847,1.41E-06,0,0.492957746,0,0,1.79E+07,2.02E+07,9478785.669,8456528.258,69,2929283.571,0.436619718,71,2.02E+07,0,1.41E-07,1.79E+07,-2236220.132
153,0,0,0,2880739.955,2.99E-06,0,0.507462687,0,0,2.18E+07,2.40E+07,1.23E+07,9478785.669,81,2833324.117,0.417910448,67,2.40E+07,0,2.99E-07,2.18E+07,-2203328.744
153,0,0,0,2304289.488,1.64E-06,0,0.459016393,0,0,2.70E+07,2.96E+07,1.47E+07,1.23E+07,93,2262898.851,0.426229508,61,2.96E+07,0,1.64E-07,2.70E+07,-2513206.277
153,0,0,0,2701907.248,0,0,0.542372881,0,0,3.41E+07,3.64E+07,1.94E+07,1.47E+07,105,2710034.686,0.525423729,59,3.64E+07,0,0,3.41E+07,-2277056.422
153,0,0,0,2739186.661,0,0,0.534482759,0,0,4.32E+07,4.54E+07,2.38E+07,1.94E+07,117,2580708.336,0.517241379,58,4.54E+07,0,0,4.32E+07,-2198072.897
153,0,0,0,2460058.939,1.75E-06,0,0.49122807,0,0,5.64E+07,5.76E+07,3.26E+07,2.38E+07,129,2416683.063,0.473684211,57,5.76E+07,0,1.75E-07,5.64E+07,-1199035.507
153,0,0,0,2721523.36,1.79E-06,0,0.517857143,0,0,7.32E+07,7.35E+07,4.06E+07,3.26E+07,141,2457241.669,0.5,56,7.35E+07,0,1.79E-07,7.32E+07,-326624.4511
155,0,0,0,4135451.066,2.00E-06,0,0.45,0,0,1.20E+07,1.38E+07,6272821.584,5750001.438,9,3727178.416,0.45,100,1.38E+07,0,2.00E-07,1.20E+07,-1775376.194
155,0,0,0,5085299.595,2.00E-06,0,0.57,0,0,1.14E+07,1.34E+07,5159078.455,6272821.584,21,4902338.542,0.52,100,1.34E+07,0,2.00E-07,1.14E+07,-1935580.661
155,0,0,0,4003348.558,2.11E-06,0,0.494736842,0,0,1.25E+07,1.41E+07,7357214.029,5159078.455,33,3973373.483,0.421052632,95,1.41E+07,0,2.11E-07,1.25E+07,-1546389.813
155,0,0,0,3840891.098,1.14E-06,0,0.5,0,0,1.30E+07,1.53E+07,5660213.725,7357214.029,45,3649647.171,0.397727273,88,1.53E+07,0,1.14E-07,1.30E+07,-2241729.09
155,0,0,0,3597516.395,1.27E-06,0,0.518987342,0,0,1.52E+07,1.68E+07,9566552.866,5660213.725,57,3491991.684,0.430379747,79,1.68E+07,0,1.27E-07,1.52E+07,-1560449.899
155,0,0,0,2947186.975,1.39E-06,0,0.472222222,0,0,1.69E+07,1.96E+07,7314832.324,9566552.866,69,2745876.167,0.402777778,72,1.96E+07,0,1.39E-07,1.69E+07,-2710431.148
155,0,0,0,3049385.737,1.49E-06,0,0.52238806,0,0,2.15E+07,2.31E+07,1.42E+07,7314832.324,81,2963956.017,0.47761194,67,2.31E+07,0,1.49E-07,2.15E+07,-1592713.905
155,0,0,0,2921449.043,1.56E-06,0,0.53125,0,0,2.43E+07,2.76E+07,1.01E+07,1.42E+07,93,2912301.119,0.5,64,2.76E+07,0,1.56E-07,2.43E+07,-3361906.148
155,0,0,0,2829937.567,1.61E-06,0,0.467741935,0,0,3.32E+07,3.42E+07,2.31E+07,1.01E+07,105,2349501.135,0.419354839,62,3.42E+07,0,1.61E-07,3.32E+07,-1035441.836
155,0,0,0,2416054.124,1.69E-06,0,0.440677966,0,0,3.90E+07,4.30E+07,1.59E+07,2.31E+07,117,2166941.489,0.406779661,59,4.30E+07,0,1.69E-07,3.90E+07,-4030452.608
155,0,0,0,2333555.711,1.75E-06,0,0.473684211,0,0,5.53E+07,5.46E+07,3.95E+07,1.59E+07,129,2206363.984,0.473684211,57,5.46E+07,0,1.75E-07,5.53E+07,744009.7805
155,0,0,0,2227135.059,1.75E-06,0,0.456140351,0,0,6.59E+07,6.98E+07,2.64E+07,3.95E+07,141,2127843.204,0.421052632,57,6.98E+07,0,1.75E-07,6.59E+07,-3929444.178
157,0,0,0,4110581.634,0,0,0.46,0,0,1.19E+07,1.37E+07,6192985.052,5750001.438,9,3807014.948,0.46,100,1.37E+07,0,0,1.19E+07,-1775376.194
157,0,0,0,4735311.237,0,0,0.54,0,0,1.18E+07,1.37E+07,5601478.42,6192985.052,21,4434682.379,0.51,100,1.37E+07,0,0,1.18E+07,-1910749.578
157,0,0,0,3833625.143,0,0,0.515463918,0,0,1.28E+07,1.45E+07,7171003.576,5601478.42,33,4166622.585,0.422680412,97,1.45E+07,0,0,1.28E+07,-1690546.519
157,0,0,0,3587756.502,0,0,0.511363636,0,0,1.34E+07,1.55E+07,6180614.635,7171003.576,45,3724417.287,0.431818182,88,1.55E+07,0,0,1.34E+07,-2151788.174
157,0,0,0,2750017.167,0,0,0.419753086,0,0,1.63E+07,1.80E+07,1.01E+07,6180614.635,57,2631006.885,0.382716049,81,1.80E+07,0,0,1.63E+07,-1704490.354
157,0,0,0,3792900.032,0,0,0.576923077,0,0,1.73E+07,2.01E+07,7258538.896,1.01E+07,69,3773782.134,0.5,78,2.01E+07,0,0,1.73E+07,-2791674.644
157,0,0,0,3400246.733,0,0,0.527777778,0,0,2.22E+07,2.37E+07,1.50E+07,7258538.896,81,3160615.188,0.388888889,72,2.37E+07,0,0,2.22E+07,-1436764.301
157,0,0,0,2302034.104,1.61E-06,0,0.467741935,0,0,2.55E+07,2.89E+07,1.05E+07,1.50E+07,93,2314544.749,0.419354839,62,2.89E+07,0,1.61E-07,2.55E+07,-3430700.939
157,0,0,0,2307048.236,1.69E-06,0,0.474576271,0,0,3.53E+07,3.62E+07,2.48E+07,1.05E+07,105,2275793.343,0.389830508,59,3.62E+07,0,1.69E-07,3.53E+07,-865017.396
157,0,0,0,2233649.803,1.85E-06,0,0.481481481,0,0,4.15E+07,4.56E+07,1.67E+07,2.48E+07,117,2097935.047,0.462962963,54,4.56E+07,0,1.85E-07,4.15E+07,-4121497.322
157,0,0,0,2780218.789,1.89E-06,0,0.566037736,0,0,5.90E+07,5.77E+07,4.23E+07,1.67E+07,129,2504589.459,0.566037736,53,5.77E+07,0,1.89E-07,5.90E+07,1224488.559
157,0,0,0,2303937.504,1.89E-06,0,0.490566038,0,0,7.01E+07,7.39E+07,2.78E+07,4.23E+07,141,2154245.157,0.471698113,53,7.39E+07,0,1.89E-07,7.01E+07,-3785382.115
159,0,0,0,4859757.155,0,0,0.5,0,0,1.15E+07,1.33E+07,5754116.655,5750001.438,9,4245883.345,0.5,100,1.33E+07,0,0,1.15E+07,-1775376.194
159,0,0,0,4874302.198,0,0,0.51,0,0,1.15E+07,1.32E+07,5700112.984,5754116.655,21,4386325.347,0.43,100,1.32E+07,0,0,1.15E+07,-1775035.31
159,0,0,0,3016210.545,0,0,0.434782609,0,0,1.31E+07,1.48E+07,7350128.58,5700112.984,33,3205646.514,0.336956522,92,1.48E+07,0,0,1.31E+07,-1758572.715
159,0,0,0,2910681.363,0,0,0.445783133,0,0,1.44E+07,1.67E+07,7073448.683,7350128.58,45,2998514.684,0.385542169,83,1.67E+07,0,0,1.44E+07,-2253197.097
159,0,0,0,3381032.153,0,0,0.5,0,0,1.70E+07,1.90E+07,9916712.416,7073448.683,57,3153632.645,0.461538462,78,1.90E+07,0,0,1.70E+07,-2032029.528
159,0,0,0,3361593.041,0,0,0.533333333,0,0,1.93E+07,2.20E+07,9351272.758,9916712.416,69,3423771.199,0.44,75,2.20E+07,0,0,1.93E+07,-2722574.615
159,0,0,0,2719710.972,0,0,0.455882353,0,0,2.45E+07,2.66E+07,1.52E+07,9351272.758,81,2497662.014,0.426470588,68,2.66E+07,0,0,2.45E+07,-2093888.263
159,0,0,0,3167522.923,0,0,0.5,0,0,2.91E+07,3.24E+07,1.39E+07,1.52E+07,93,2788107.422,0.46969697,66,3.24E+07,0,0,2.91E+07,-3297166.513
159,0,0,0,2187647.588,0,0,0.375,0,0,3.93E+07,4.10E+07,2.55E+07,1.39E+07,105,1788860.419,0.375,64,4.10E+07,0,0,3.93E+07,-1660427.156
159,0,0,0,3051236.675,0,0,0.53125,0,0,4.76E+07,5.13E+07,2.22E+07,2.55E+07,117,2731006.554,0.515625,64,5.13E+07,0,0,4.76E+07,-3651726.46
159,0,0,0,2582428.683,0,0,0.444444444,0,0,6.60E+07,6.56E+07,4.38E+07,2.22E+07,129,2197741.679,0.412698413,63,6.56E+07,0,0,6.60E+07,368260.7257
159,0,0,0,2759657.386,0,0,0.508196721,0,0,8.14E+07,8.39E+07,3.75E+07,4.38E+07,141,2458695.771,0.475409836,61,8.39E+07,0,0,8.14E+07,-2538483.552
161,0,0,0,5939508.955,0,0,0.61,0,0,1.03E+07,1.21E+07,4571522.667,5750001.438,9,5428477.333,0.61,100,1.21E+07,0,0,1.03E+07,-1775376.194
161,0,0,0,4908450.636,0,0,0.54,0,0,1.01E+07,1.15E+07,5497201.902,4571522.667,21,4584675.909,0.49,100,1.15E+07,0,0,1.01E+07,-1409249.029
161,0,0,0,3367295.636,0,0,0.421052632,0,0,1.05E+07,1.23E+07,5011739.343,5497201.902,33,3296804.677,0.347368421,95,1.23E+07,0,0,1.05E+07,-1798944.619
161,0,0,0,3203740.479,0,0,0.5,0,0,1.15E+07,1.32E+07,6511233.743,5011739.343,45,3666067.019,0.329545455,88,1.32E+07,0,0,1.15E+07,-1673723.552
161,0,0,0,2434769.287,0,0,0.410958904,0,0,1.30E+07,1.53E+07,6530684.283,6511233.743,57,2466025.249,0.287671233,73,1.53E+07,0,0,1.30E+07,-2258867.641
161,0,0,0,2275926.524,0,0,0.4375,0,0,1.58E+07,1.81E+07,9315322.178,6530684.283,69,2266732.685,0.390625,64,1.81E+07,0,0,1.58E+07,-2243326.124
161,0,0,0,2850379.226,0,0,0.508196721,0,0,1.82E+07,2.13E+07,8859788.827,9315322.178,81,2622664.112,0.475409836,61,2.13E+07,0,0,1.82E+07,-3142470.654
161,0,0,0,2370539.498,0,0,0.457627119,0,0,2.34E+07,2.61E+07,1.45E+07,8859788.827,93,2226630.677,0.406779661,59,2.61E+07,0,0,2.34E+07,-2719945.001
161,0,0,0,2262309.384,0,0,0.482142857,0,0,2.80E+07,3.23E+07,1.35E+07,1.45E+07,105,2305051.63,0.446428571,56,3.23E+07,0,0,2.80E+07,-4252916.848
161,0,0,0,2331705.048,0,0,0.5,0,0,3.73E+07,4.03E+07,2.38E+07,1.35E+07,117,2234685.565,0.481481481,54,4.03E+07,0,0,3.73E+07,-3024879.067
161,0,0,0,1955780.982,0,0,0.396226415,0,0,4.63E+07,5.16E+07,2.26E+07,2.38E+07,129,1626829.375,0.377358491,53,5.16E+07,0,0,4.63E+07,-5259369.901
161,0,0,0,1697703.862,0,0,0.384615385,0,0,6.40E+07,6.65E+07,4.15E+07,2.26E+07,141,1550043.251,0.346153846,52,6.65E+07,0,0,6.40E+07,-2509309.116
163,0,0,0,5634271.35,0,0,0.61,0,0,1.04E+07,1.22E+07,4693800.826,5750001.438,9,5306199.174,0.61,100,1.22E+07,0,0,1.04E+07,-1775376.194
163,0,0,0,4394801.559,0,0,0.48,0,0,1.07E+07,1.21E+07,5972772.934,4693800.826,21,4056130.897,0.44,100,1.21E+07,0,0,1.07E+07,-1447737.795
163,0,0,0,3747920.326,0,0,0.541666667,0,0,1.03E+07,1.22E+07,4326972.814,5972772.934,33,4440776.272,0.427083333,96,1.22E+07,0,0,1.03E+07,-1934582.814
163,0,0,0,3468085.461,0,0,0.517647059,0,0,1.14E+07,1.28E+07,7105325.367,4326972.814,45,3660487.261,0.4,85,1.28E+07,0,0,1.14E+07,-1402395.998
163,0,0,0,2745603.194,0,0,0.453333333,0,0,1.21E+07,1.45E+07,5006425.387,7105325.367,57,2709731.901,0.373333333,75,1.45E+07,0,0,1.21E+07,-2425467.458
163,0,0,0,3112711.575,0,0,0.52173913,0,0,1.47E+07,1.64E+07,9739664.011,5006425.387,69,3055232.376,0.391304348,69,1.64E+07,0,0,1.47E+07,-1690735.598
163,0,0,0,2096198.43,0,0,0.433333333,0,0,1.66E+07,1.99E+07,6838284.17,9739664.011,81,2066970.669,0.366666667,60,1.99E+07,0,0,1.66E+07,-3301033.25
163,0,0,0,2019135.564,0,0,0.375,0,0,2.25E+07,2.46E+07,1.57E+07,6838284.17,93,1602522.01,0.357142857,56,2.46E+07,0,0,2.25E+07,-2092179.762
163,0,0,0,2776145.985,0,0,0.509090909,0,0,2.53E+07,3.01E+07,9650083.692,1.57E+07,105,2380805.717,0.436363636,55,3.01E+07,0,0,2.53E+07,-4797150.104
163,0,0,0,1969286.583,0,0,0.431372549,0,0,3.61E+07,3.81E+07,2.65E+07,9650083.692,117,1714130.233,0.37254902,51,3.81E+07,0,0,3.61E+07,-1942914.483
163,0,0,0,1865477.188,0,0,0.416666667,0,0,4.21E+07,4.87E+07,1.56E+07,2.65E+07,129,1537702.942,0.416666667,48,4.87E+07,0,0,4.21E+07,-6614606.969
163,0,0,0,1679519.939,0,0,0.395833333,0,0,6.19E+07,6.27E+07,4.63E+07,1.56E+07,141,1530365.3,0.375,48,6.27E+07,0,0,6.19E+07,-753205.8216
165,0,0,0,4563951.52,0,0,0.5,0,0,1.15E+07,1.33E+07,5767063.945,5750001.438,9,4232936.055,0.5,100,1.33E+07,0,0,1.15E+07,-1775376.194
165,0,0,0,4967558.701,0,0,0.53,0,0,1.12E+07,1.30E+07,5442688.919,5767063.945,21,4612377.909,0.46,100,1.30E+07,0,0,1.12E+07,-1779361.427
165,0,0,0,3905790.39,0,0,0.548387097,0,0,1.20E+07,1.37E+07,6539248.928,5442688.919,33,4255071.325,0.397849462,93,1.37E+07,0,0,1.20E+07,-1678131.53
165,0,0,0,3270172.029,0,0,0.481012658,0,0,1.29E+07,1.50E+07,6392793.034,6539248.928,45,3277707.171,0.430379747,79,1.50E+07,0,0,1.29E+07,-2020751.956
165,0,0,0,3878113.492,0,0,0.546666667,0,0,1.45E+07,1.65E+07,8148199.476,6392793.034,57,3476027.345,0.453333333,75,1.65E+07,0,0,1.45E+07,-1910651.686
165,0,0,0,3078616.531,0,0,0.485294118,0,0,1.68E+07,1.92E+07,8681412.727,8148199.476,69,2745902.467,0.426470588,68,1.92E+07,0,0,1.68E+07,-2354150.247
165,0,0,0,3071614.507,0,0,0.546875,0,0,2.02E+07,2.25E+07,1.15E+07,8681412.727,81,2985202.346,0.484375,64,2.25E+07,0,0,2.02E+07,-2273510.687
165,0,0,0,3309531.476,0,0,0.583333333,0,0,2.38E+07,2.66E+07,1.23E+07,1.15E+07,93,3061433.831,0.566666667,60,2.66E+07,0,0,2.38E+07,-2740349.475
165,0,0,0,2875599.563,0,0,0.508474576,0,0,3.04E+07,3.26E+07,1.81E+07,1.23E+07,105,2494142.98,0.491525424,59,3.26E+07,0,0,3.04E+07,-2231844.79
165,0,0,0,2761430.444,0,0,0.5,0,0,3.75E+07,4.05E+07,1.95E+07,1.81E+07,117,2478952.605,0.5,58,4.05E+07,0,0,3.75E+07,-2912404.022
165,0,0,0,2214372.18,0,0,0.431034483,0,0,5.01E+07,5.15E+07,3.06E+07,1.95E+07,129,2002498.224,0.396551724,58,5.15E+07,0,0,5.01E+07,-1464862.589
