run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Seen Panic Proportion,Bank Total Assets After Initial Withdrawals,Bank Net Worth
915,0,0,0,2881285.923,0,0,0.566037736,0,0,5.10E+07,5.54E+07,2.49E+07,2.62E+07,141,2650062.868,0.547169811,53,5.54E+07,0,0,5.10E+07,-4417837.809
917,0,0,0,4947614.257,0,0,0.53,0,0,1.12E+07,1.30E+07,5439985.959,5750001.438,9,4560014.041,0.53,100,1.30E+07,0,0,1.12E+07,-1775376.194
917,0,0,0,3674560.082,0,0,0.41,0,0,1.23E+07,1.40E+07,6867185.691,5439985.959,21,3158325.512,0.39,100,1.40E+07,0,0,1.23E+07,-1678201.307
917,0,0,0,3940620.506,0,0,0.520408163,0,0,1.27E+07,1.49E+07,5838898.617,6867185.691,33,4247038.901,0.418367347,98,1.49E+07,0,0,1.27E+07,-2146978.083
917,0,0,0,3282915.9,0,0,0.420454545,0,0,1.50E+07,1.67E+07,9156897.855,5838898.617,45,3092829.96,0.352272727,88,1.67E+07,0,0,1.50E+07,-1718441.201
917,0,0,0,3229316.115,0,0,0.487804878,0,0,1.65E+07,1.93E+07,7370605.751,9156897.855,57,3228810.269,0.390243902,82,1.93E+07,0,0,1.65E+07,-2729904.425
917,0,0,0,3068858.929,0,0,0.486486486,0,0,2.09E+07,2.27E+07,1.35E+07,7370605.751,69,2924054.635,0.405405405,74,2.27E+07,0,0,2.09E+07,-1805982.761
917,0,0,0,2903856.107,0,0,0.514705882,0,0,2.38E+07,2.73E+07,1.03E+07,1.35E+07,81,2870857.228,0.470588235,68,2.73E+07,0,0,2.38E+07,-3469733.324
917,0,0,0,2750702.812,0,0,0.507692308,0,0,3.20E+07,3.35E+07,2.18E+07,1.03E+07,93,2712933.367,0.446153846,65,3.35E+07,0,0,3.20E+07,-1475427.198
917,0,0,0,2610679.379,0,0,0.475409836,0,0,3.77E+07,4.19E+07,1.59E+07,2.18E+07,105,2353083.116,0.426229508,61,4.19E+07,0,0,3.77E+07,-4199356.551
917,0,0,0,2557580.627,0,0,0.5,0,0,5.29E+07,5.30E+07,3.70E+07,1.59E+07,117,2400998.843,0.448275862,58,5.30E+07,0,0,5.29E+07,-65976.5852
917,0,0,0,2356042.927,0,0,0.472727273,0,0,6.36E+07,6.79E+07,2.66E+07,3.70E+07,129,2063849.819,0.454545455,55,6.79E+07,0,0,6.36E+07,-4326866.271
917,0,0,0,2680242.842,0,0,0.555555556,0,0,9.13E+07,8.72E+07,6.47E+07,2.66E+07,141,2340321.715,0.537037037,54,8.72E+07,0,0,9.13E+07,4115521.776
919,0,0,0,5441126.183,0,0,0.58,0,0,1.06E+07,1.24E+07,4883394.149,5750001.438,9,5116605.851,0.58,100,1.24E+07,0,0,1.06E+07,-1775376.194
919,0,0,0,4460692.712,0,0,0.52,0,0,1.06E+07,1.21E+07,5681196.802,4883394.149,21,4362776.779,0.45,100,1.21E+07,0,0,1.06E+07,-1506143.996
919,0,0,0,3618553.503,0,0,0.505376344,0,0,1.09E+07,1.27E+07,5172999.982,5681196.802,33,3976064.397,0.376344086,93,1.27E+07,0,0,1.09E+07,-1828788.302
919,0,0,0,3464329.932,0,0,0.530864198,0,0,1.19E+07,1.35E+07,6693147.233,5172999.982,45,3725441.604,0.395061728,81,1.35E+07,0,0,1.19E+07,-1678024.732
919,0,0,0,3600932.809,1.43E-06,0,0.6,0,0,1.23E+07,1.45E+07,5578550.958,6693147.233,57,3607301.452,0.528571429,70,1.45E+07,0,1.43E-07,1.23E+07,-2234123.419
919,0,0,0,2708200.792,1.54E-06,0,0.538461538,0,0,1.45E+07,1.64E+07,8958491.687,5578550.958,69,2999252.118,0.492307692,65,1.64E+07,0,1.54E-07,1.45E+07,-1832675.348
919,0,0,0,3405090.595,1.61E-06,0,0.629032258,0,0,1.54E+07,1.83E+07,6409787.919,8958491.687,81,3357081.72,0.580645161,62,1.83E+07,0,1.61E-07,1.54E+07,-2946796.428
919,0,0,0,2886034.209,1.69E-06,0,0.559322034,0,0,1.95E+07,2.14E+07,1.31E+07,6409787.919,93,2763105.43,0.525423729,59,2.14E+07,0,1.69E-07,1.95E+07,-1893637.486
919,0,0,0,2778190.248,1.75E-06,0,0.543859649,0,0,2.18E+07,2.57E+07,8617573.103,1.31E+07,105,2675572.867,0.50877193,57,2.57E+07,0,1.75E-07,2.18E+07,-3931391.388
919,0,0,0,2145212.745,1.82E-06,0,0.418181818,0,0,3.02E+07,3.20E+07,2.16E+07,8617573.103,117,1946132.601,0.381818182,55,3.20E+07,0,1.82E-07,3.02E+07,-1777259.432
919,0,0,0,2020243.192,1.89E-06,0,0.452830189,0,0,3.50E+07,4.03E+07,1.34E+07,2.16E+07,129,1973917.723,0.41509434,53,4.03E+07,0,1.89E-07,3.50E+07,-5343837.03
919,0,0,0,2143845.739,1.96E-06,0,0.470588235,0,0,5.04E+07,5.12E+07,3.70E+07,1.34E+07,141,2011576.003,0.431372549,51,5.12E+07,0,1.96E-07,5.04E+07,-882973.7746
921,0,0,0,3784287.374,0,0,0.4,0,0,1.26E+07,1.44E+07,6865689.094,5750001.438,9,3134310.906,0.4,100,1.44E+07,0,0,1.26E+07,-1775376.194
921,0,0,0,4242334.715,0,0,0.49,0,0,1.29E+07,1.50E+07,6029760.913,6865689.094,21,3999297.619,0.47,100,1.50E+07,0,0,1.29E+07,-2118898.797
921,0,0,0,3201745.953,0,0,0.418367347,0,0,1.52E+07,1.70E+07,9195556.537,6029760.913,33,3307411.422,0.326530612,98,1.70E+07,0,0,1.52E+07,-1763535.61
921,0,0,0,4272121.636,0,0,0.539325843,0,0,1.59E+07,1.85E+07,6659921.227,9195556.537,45,3992604.549,0.471910112,89,1.85E+07,0,0,1.59E+07,-2671166.371
921,0,0,0,4194168.424,0,0,0.56626506,0,0,1.90E+07,2.05E+07,1.24E+07,6659921.227,57,4050146.73,0.506024096,83,2.05E+07,0,0,1.90E+07,-1527818.704
921,0,0,0,3777568.671,0,0,0.58974359,0,0,2.04E+07,2.35E+07,8061428.027,1.24E+07,69,3971170.365,0.474358974,78,2.35E+07,0,0,2.04E+07,-3040147.731
921,0,0,0,4327996.171,0,0,0.695652174,0,0,2.60E+07,2.69E+07,1.80E+07,8061428.027,81,4200986.366,0.652173913,69,2.69E+07,0,0,2.60E+07,-874597.7511
921,0,0,0,2779693.048,0,0,0.454545455,0,0,2.97E+07,3.30E+07,1.18E+07,1.80E+07,93,2468300.31,0.454545455,66,3.30E+07,0,0,2.97E+07,-3238281.282
921,0,0,0,2182344.847,0,0,0.393939394,0,0,4.21E+07,4.16E+07,3.03E+07,1.18E+07,105,2079210.628,0.333333333,66,4.16E+07,0,0,4.21E+07,515328.7657
921,0,0,0,2516352.067,0,0,0.435483871,0,0,4.92E+07,5.26E+07,1.88E+07,3.03E+07,117,2265475.195,0.387096774,62,5.26E+07,0,0,4.92E+07,-3434461.952
921,0,0,0,2539139.526,0,0,0.440677966,0,0,7.16E+07,6.74E+07,5.28E+07,1.88E+07,129,2133822.525,0.440677966,59,6.74E+07,0,0,7.16E+07,4224626.511
921,0,0,0,2627188.599,0,0,0.491525424,0,0,8.43E+07,8.63E+07,3.15E+07,5.28E+07,141,2432382.384,0.474576271,59,8.63E+07,0,0,8.43E+07,-2032276.849
923,0,0,0,5617070.584,0,0,0.61,0,0,1.06E+07,1.23E+07,4803719.476,5750001.438,9,5196280.524,0.61,100,1.23E+07,0,0,1.06E+07,-1775376.194
923,0,0,0,4171378.105,0,0,0.47,0,0,1.10E+07,1.25E+07,6228563.037,4803719.476,21,3816631.592,0.41,100,1.25E+07,0,0,1.10E+07,-1481943.873
923,0,0,0,3485834.371,0,0,0.478723404,0,0,1.15E+07,1.35E+07,5227994.377,6228563.037,33,3716575.301,0.361702128,94,1.35E+07,0,0,1.15E+07,-2004635.02
923,0,0,0,3691153.929,0,0,0.506024096,0,0,1.30E+07,1.46E+07,7729653.804,5227994.377,45,3473853.03,0.34939759,83,1.46E+07,0,0,1.30E+07,-1646044.434
923,0,0,0,3355506.879,0,0,0.628571429,0,0,1.36E+07,1.62E+07,5919255.361,7729653.804,57,3681777.25,0.5,70,1.62E+07,0,0,1.36E+07,-2503044.033
923,0,0,0,2217985.475,0,0,0.426229508,0,0,1.75E+07,1.92E+07,1.16E+07,5919255.361,69,2148113.752,0.360655738,61,1.92E+07,0,0,1.75E+07,-1756790.553
923,0,0,0,2471746.695,0,0,0.543859649,0,0,1.96E+07,2.31E+07,7981535.407,1.16E+07,81,2538529.564,0.456140351,57,2.31E+07,0,0,1.96E+07,-3529977.802
923,0,0,0,2199683.596,0,0,0.461538462,0,0,2.67E+07,2.85E+07,1.88E+07,7981535.407,93,1957650.896,0.403846154,52,2.85E+07,0,0,2.67E+07,-1799352.997
923,0,0,0,2217833.528,0,0,0.510204082,0,0,3.10E+07,3.58E+07,1.22E+07,1.88E+07,105,2013822.491,0.469387755,49,3.58E+07,0,0,3.10E+07,-4857164.775
923,0,0,0,2143667.354,0,0,0.468085106,0,0,4.42E+07,4.54E+07,3.20E+07,1.22E+07,117,1792667.417,0.468085106,47,4.54E+07,0,0,4.42E+07,-1220430.174
923,0,0,0,1976443.659,0,0,0.489361702,0,0,5.19E+07,5.81E+07,2.00E+07,3.20E+07,129,1912462.4,0.446808511,47,5.81E+07,0,0,5.19E+07,-6194286.107
923,0,0,0,1922610.437,0,0,0.555555556,0,0,7.57E+07,7.44E+07,5.58E+07,2.00E+07,141,2082424.875,0.555555556,45,7.44E+07,0,0,7.57E+07,1292817.952
925,0,0,0,3633889.624,0,0,0.43,0,0,1.23E+07,1.41E+07,6543120.519,5750001.438,9,3456879.481,0.43,100,1.41E+07,0,0,1.23E+07,-1775376.194
925,0,0,0,4385270.511,0,0,0.49,0,0,1.25E+07,1.46E+07,6006159.028,6543120.519,21,4013161.509,0.46,100,1.46E+07,0,0,1.25E+07,-2019029.502
925,0,0,0,4464147.146,0,0,0.536082474,0,0,1.34E+07,1.52E+07,7391221.223,6006159.028,33,4373712.118,0.484536082,97,1.52E+07,0,0,1.34E+07,-1784574.633
925,0,0,0,4143849.837,0,0,0.5,0,0,1.42E+07,1.64E+07,6841220.167,7391221.223,45,3888923.141,0.413043478,92,1.64E+07,0,0,1.42E+07,-2152993.042
925,0,0,0,3727140.207,0,0,0.547619048,0,0,1.64E+07,1.81E+07,9510615.125,6841220.167,57,3838083.621,0.428571429,84,1.81E+07,0,0,1.64E+07,-1796296.959
925,0,0,0,2924286.573,0,0,0.486486486,0,0,1.89E+07,2.13E+07,9377704.556,9510615.125,69,2942230.995,0.391891892,74,2.13E+07,0,0,1.89E+07,-2418472.626
925,0,0,0,3189415.872,0,0,0.537313433,0,0,2.34E+07,2.53E+07,1.40E+07,9377704.556,81,3003942.052,0.492537313,67,2.53E+07,0,0,2.34E+07,-1879948.546
925,0,0,0,2218629.204,0,0,0.40625,0,0,2.87E+07,3.13E+07,1.46E+07,1.40E+07,93,1994715.384,0.390625,64,3.13E+07,0,0,2.87E+07,-2672743.978
925,0,0,0,2754078.118,0,0,0.492063492,0,0,3.72E+07,3.88E+07,2.26E+07,1.46E+07,105,2550474.096,0.444444444,63,3.88E+07,0,0,3.72E+07,-1608345.507
925,0,0,0,2339920.945,0,0,0.45,0,0,4.67E+07,4.90E+07,2.41E+07,2.26E+07,117,2152171.956,0.45,60,4.90E+07,0,0,4.67E+07,-2365824.48
925,0,0,0,2004677.892,0,0,0.4,0,0,6.30E+07,6.29E+07,3.89E+07,2.41E+07,129,1826783.105,0.383333333,60,6.29E+07,0,0,6.30E+07,114162.3909
925,0,0,0,2822365.035,0,0,0.525423729,0,0,7.98E+07,8.03E+07,4.09E+07,3.89E+07,141,2586867.02,0.508474576,59,8.03E+07,0,0,7.98E+07,-486205.1936
927,0,0,0,3681274.969,0,0,0.43,0,0,1.22E+07,1.40E+07,6449632.855,5750001.438,9,3550367.145,0.43,100,1.40E+07,0,0,1.22E+07,-1775376.194
927,0,0,0,4523043.878,0,0,0.52,0,0,1.20E+07,1.40E+07,5515895.597,6449632.855,21,4523077.986,0.46,100,1.40E+07,0,0,1.20E+07,-1990550.655
927,0,0,0,3871159.558,0,0,0.510638298,0,0,1.33E+07,1.50E+07,7805082.316,5515895.597,33,4017179.68,0.425531915,94,1.50E+07,0,0,1.33E+07,-1640868.463
927,0,0,0,4061126.431,0,0,0.534883721,0,0,1.38E+07,1.61E+07,5947767.648,7805082.316,45,3893742.199,0.453488372,86,1.61E+07,0,0,1.38E+07,-2326537.975
927,0,0,0,2787367.932,0,0,0.455696203,0,0,1.70E+07,1.85E+07,1.10E+07,5947767.648,57,3006451.389,0.35443038,79,1.85E+07,0,0,1.70E+07,-1547946.303
927,0,0,0,3967981.277,0,0,0.61971831,0,0,1.77E+07,2.07E+07,6651756.697,1.10E+07,69,3884352.556,0.563380282,71,2.07E+07,0,0,1.77E+07,-3002600.864
927,0,0,0,3002084.719,0,0,0.552238806,0,0,2.33E+07,2.43E+07,1.66E+07,6651756.697,81,3214341.78,0.47761194,67,2.43E+07,0,0,2.33E+07,-1045666.981
927,0,0,0,2348203.97,0,0,0.451612903,0,0,2.60E+07,2.97E+07,9398256.967,1.66E+07,93,2283721.546,0.387096774,62,2.97E+07,0,0,2.60E+07,-3731679.757
927,0,0,0,2158452.828,0,0,0.413793103,0,0,3.74E+07,3.75E+07,2.80E+07,9398256.967,105,1886756.788,0.396551724,58,3.75E+07,0,0,3.74E+07,-85296.96425
927,0,0,0,2385259.726,0,0,0.49122807,0,0,4.25E+07,4.71E+07,1.44E+07,2.80E+07,117,2265799.685,0.473684211,57,4.71E+07,0,0,4.25E+07,-4658728.602
927,0,0,0,3804198.1,0,0,0.696428571,0,0,6.17E+07,5.89E+07,4.72E+07,1.44E+07,129,3430875.584,0.696428571,56,5.89E+07,0,0,6.17E+07,2804722.835
927,0,0,0,2574318.641,0,0,0.517857143,0,0,7.07E+07,7.51E+07,2.35E+07,4.72E+07,141,2468403.172,0.482142857,56,7.51E+07,0,0,7.07E+07,-4332602.709
929,0,0,0,5006417.612,0,0,0.52,0,0,1.13E+07,1.31E+07,5537306.223,5750001.438,9,4462693.777,0.52,100,1.31E+07,0,0,1.13E+07,-1775376.194
929,0,0,0,4427572.324,0,0,0.49,0,0,1.15E+07,1.32E+07,5938786.061,5537306.223,21,4113766.15,0.42,100,1.32E+07,0,0,1.15E+07,-1708750.818
929,0,0,0,3356238.709,0,0,0.494623656,0,0,1.25E+07,1.43E+07,6536933.197,5938786.061,33,3745196.761,0.365591398,93,1.43E+07,0,0,1.25E+07,-1851219.167
929,0,0,0,3640687.909,0,0,0.50617284,0,0,1.35E+07,1.55E+07,7007781.142,6536933.197,45,3514852.151,0.407407407,81,1.55E+07,0,0,1.35E+07,-1999617.942
929,0,0,0,3978578.504,0,0,0.630136986,0,0,1.47E+07,1.68E+07,7719559.38,7007781.142,57,3921563.864,0.520547945,73,1.68E+07,0,0,1.47E+07,-2087083.041
929,0,0,0,3105898.138,0,0,0.538461538,0,0,1.72E+07,1.93E+07,9461183.527,7719559.38,69,2917095.991,0.507692308,65,1.93E+07,0,0,1.72E+07,-2131773.121
929,0,0,0,1754322.171,0,0,0.365079365,0,0,2.16E+07,2.40E+07,1.21E+07,9461183.527,81,1787743.46,0.285714286,63,2.40E+07,0,0,2.16E+07,-2460582.728
929,0,0,0,2450315.869,0,0,0.465517241,0,0,2.67E+07,2.94E+07,1.46E+07,1.21E+07,93,2195115.141,0.448275862,58,2.94E+07,0,0,2.67E+07,-2741589.456
929,0,0,0,2778522.313,0,0,0.526315789,0,0,3.37E+07,3.64E+07,1.91E+07,1.46E+07,105,2547093.866,0.50877193,57,3.64E+07,0,0,3.37E+07,-2718183.127
929,0,0,0,2547122.455,0,0,0.5,0,0,4.29E+07,4.56E+07,2.39E+07,1.91E+07,117,2272552.2,0.482142857,56,4.56E+07,0,0,4.29E+07,-2653821.243
929,0,0,0,2502228.018,0,0,0.527272727,0,0,5.57E+07,5.78E+07,3.18E+07,2.39E+07,129,2461856.63,0.527272727,55,5.78E+07,0,0,5.57E+07,-2089987.763
929,0,0,0,2310174.007,0,0,0.490909091,0,0,7.27E+07,7.38E+07,4.08E+07,3.18E+07,141,2274360.114,0.490909091,55,7.38E+07,0,0,7.27E+07,-1110856.043
931,0,0,0,3986074.319,0,0,0.44,0,0,1.22E+07,1.40E+07,6479155.499,5750001.438,9,3520844.501,0.44,100,1.40E+07,0,0,1.22E+07,-1775376.194
931,0,0,0,4934924.883,0,0,0.53,0,0,1.20E+07,1.40E+07,5531112.186,6479155.499,21,4514170.297,0.5,100,1.40E+07,0,0,1.20E+07,-1999153.761
931,0,0,0,4207434.054,0,0,0.546391753,0,0,1.30E+07,1.47E+07,7507804.407,5531112.186,33,4333193.009,0.463917526,97,1.47E+07,0,0,1.30E+07,-1643397.09
931,0,0,0,3320403.195,0,0,0.449438202,0,0,1.42E+07,1.64E+07,6705162.134,7507804.407,45,3141962.428,0.325842697,89,1.64E+07,0,0,1.42E+07,-2233310.629
931,0,0,0,3209099.161,0,0,0.5,0,0,1.69E+07,1.87E+07,1.02E+07,6705162.134,57,3206570.356,0.448717949,78,1.87E+07,0,0,1.69E+07,-1802677.644
931,0,0,0,2997855.692,0,0,0.486486486,0,0,1.92E+07,2.19E+07,8984314.331,1.02E+07,69,2932215.003,0.445945946,74,2.19E+07,0,0,1.92E+07,-2714054.456
931,0,0,0,2769917.983,1.41E-06,0,0.507042254,0,0,2.45E+07,2.63E+07,1.55E+07,8984314.331,81,2926571.149,0.450704225,71,2.63E+07,0,1.41E-07,2.45E+07,-1789457.057
931,0,0,0,2979399.682,0,0,0.507462687,0,0,2.88E+07,3.20E+07,1.33E+07,1.55E+07,93,2706613.341,0.47761194,67,3.20E+07,0,0,2.88E+07,-3225636.405
931,0,0,0,2600224.009,0,0,0.446153846,0,0,3.89E+07,4.01E+07,2.56E+07,1.33E+07,105,2319966.583,0.415384615,65,4.01E+07,0,0,3.89E+07,-1155431.055
931,0,0,0,2316595.852,0,0,0.412698413,0,0,4.74E+07,5.08E+07,2.18E+07,2.56E+07,117,2066576.818,0.380952381,63,5.08E+07,0,0,4.74E+07,-3416553.964
931,0,0,0,2860350.288,0,0,0.557377049,0,0,6.52E+07,6.42E+07,4.35E+07,2.18E+07,129,2858214.86,0.524590164,61,6.42E+07,0,0,6.52E+07,1005818.778
931,0,0,0,2281702.277,0,0,0.423728814,0,0,8.08E+07,8.27E+07,3.73E+07,4.35E+07,141,1966819.83,0.406779661,59,8.27E+07,0,0,8.08E+07,-1940101.294
933,0,0,0,5013370.636,1.00E-06,0,0.54,0,0,1.10E+07,1.28E+07,5281194.453,5750001.438,9,4718805.547,0.54,100,1.28E+07,0,1.00E-07,1.10E+07,-1775376.194
933,0,0,0,3916411.26,0,0,0.44,0,0,1.17E+07,1.33E+07,6390352.241,5281194.453,21,3637541.745,0.38,100,1.33E+07,0,0,1.17E+07,-1629248.167
933,0,0,0,3791801.644,1.06E-06,0,0.5,0,0,1.21E+07,1.42E+07,5751107.036,6390352.241,33,4033720.499,0.393617021,94,1.42E+07,0,1.06E-07,1.21E+07,-2013022.661
933,0,0,0,3810758.865,0,0,0.535714286,0,0,1.34E+07,1.52E+07,7669072.25,5751107.036,45,3828255.749,0.416666667,84,1.52E+07,0,0,1.34E+07,-1747196.531
933,0,0,0,3105087.866,0,0,0.472972973,0,0,1.49E+07,1.72E+07,7221628.533,7669072.25,57,2900724.879,0.418918919,74,1.72E+07,0,0,1.49E+07,-2342048.924
933,0,0,0,2775843.606,0,0,0.514285714,0,0,1.79E+07,1.99E+07,1.07E+07,7221628.533,69,3056690.504,0.414285714,70,1.99E+07,0,0,1.79E+07,-1991698.216
933,0,0,0,3259804.36,0,0,0.571428571,0,0,2.03E+07,2.32E+07,9646145.438,1.07E+07,81,3041176.546,0.571428571,63,2.32E+07,0,0,2.03E+07,-2896532.67
933,0,0,0,3267592.498,0,0,0.587301587,0,0,2.57E+07,2.76E+07,1.60E+07,9646145.438,93,3101937.192,0.555555556,63,2.76E+07,0,0,2.57E+07,-1954036.655
933,0,0,0,2866937.974,0,0,0.540983607,0,0,3.06E+07,3.39E+07,1.45E+07,1.60E+07,105,2763224.381,0.491803279,61,3.39E+07,0,0,3.06E+07,-3334643.451
933,0,0,0,2539146.678,0,0,0.5,0,0,4.10E+07,4.23E+07,2.64E+07,1.45E+07,117,2392216.891,0.482758621,58,4.23E+07,0,0,4.10E+07,-1351992.733
933,0,0,0,2541690.559,1.75E-06,0,0.49122807,0,0,5.03E+07,5.37E+07,2.39E+07,2.64E+07,129,2264357.41,0.456140351,57,5.37E+07,0,1.75E-07,5.03E+07,-3397539.49
933,0,0,0,2566201.262,1.82E-06,0,0.527272727,0,0,6.93E+07,6.84E+07,4.54E+07,2.39E+07,141,2462405.184,0.490909091,55,6.84E+07,0,1.82E-07,6.93E+07,886089.0204
935,0,0,0,5273189.212,0,0,0.54,0,0,1.10E+07,1.28E+07,5289667.007,5750001.438,9,4710332.993,0.54,100,1.28E+07,0,0,1.10E+07,-1775376.194
935,0,0,0,4761271.323,0,0,0.52,0,0,1.09E+07,1.25E+07,5589695.673,5289667.007,21,4477639.272,0.48,100,1.25E+07,0,0,1.09E+07,-1630523.41
935,0,0,0,3475182.61,0,0,0.479166667,0,0,1.16E+07,1.34E+07,6000057.706,5589695.673,33,3742200.731,0.385416667,96,1.34E+07,0,0,1.16E+07,-1764666.199
935,0,0,0,3412441.542,0,0,0.482758621,0,0,1.27E+07,1.46E+07,6707525.197,6000057.706,45,3407888.23,0.379310345,87,1.46E+07,0,0,1.27E+07,-1894482.11
935,0,0,0,3152851.701,0,0,0.487179487,0,0,1.42E+07,1.63E+07,7460723.184,6707525.197,57,3215480.27,0.397435897,78,1.63E+07,0,0,1.42E+07,-2111953.917
935,0,0,0,2852101.21,0,0,0.492957746,0,0,1.67E+07,1.89E+07,9224522.158,7460723.184,69,2863667.068,0.408450704,71,1.89E+07,0,0,1.67E+07,-2250171.525
935,0,0,0,2513005.518,0,0,0.507692308,0,0,2.00E+07,2.26E+07,1.07E+07,9224522.158,81,2790826.506,0.369230769,65,2.26E+07,0,0,2.00E+07,-2646709.177
935,0,0,0,2436896.505,0,0,0.482142857,0,0,2.49E+07,2.76E+07,1.41E+07,1.07E+07,93,2235444.829,0.464285714,56,2.76E+07,0,0,2.49E+07,-2710773.957
935,0,0,0,2407799.52,0,0,0.509090909,0,0,3.10E+07,3.42E+07,1.68E+07,1.41E+07,105,2261144.864,0.509090909,55,3.42E+07,0,0,3.10E+07,-3175425.114
935,0,0,0,2487493.413,0,0,0.472727273,0,0,4.00E+07,4.29E+07,2.32E+07,1.68E+07,117,2170652.538,0.472727273,55,4.29E+07,0,0,4.00E+07,-2844903.942
935,0,0,0,2341693.737,0,0,0.490909091,0,0,5.13E+07,5.44E+07,2.81E+07,2.32E+07,129,2236825.003,0.454545455,55,5.44E+07,0,0,5.13E+07,-3139336.187
935,0,0,0,2573366.261,0,0,0.547169811,0,0,6.74E+07,6.92E+07,3.93E+07,2.81E+07,141,2568523.726,0.509433962,53,6.92E+07,0,0,6.74E+07,-1786924.98
937,0,0,0,5169142.413,0,0,0.55,0,0,1.11E+07,1.29E+07,5335056.27,5750001.438,9,4664943.73,0.55,100,1.29E+07,0,0,1.11E+07,-1775376.194
937,0,0,0,4200808.145,0,0,0.46,0,0,1.15E+07,1.31E+07,6154051.79,5335056.27,21,3856882.681,0.43,100,1.31E+07,0,0,1.15E+07,-1645397.808
937,0,0,0,3710742.054,0,0,0.494845361,0,0,1.22E+07,1.41E+07,5998326.253,6154051.79,33,4055264.156,0.329896907,97,1.41E+07,0,0,1.22E+07,-1935516.036
937,0,0,0,3472126.345,0,0,0.49382716,0,0,1.37E+07,1.55E+07,7686156.545,5998326.253,45,3347844.294,0.407407407,81,1.55E+07,0,0,1.37E+07,-1829935.623
937,0,0,0,3455895.594,0,0,0.581081081,0,0,1.47E+07,1.71E+07,7059894.231,7686156.545,57,3612819.58,0.5,74,1.71E+07,0,0,1.47E+07,-2350173.011
937,0,0,0,2294668.019,0,0,0.426470588,0,0,1.88E+07,2.07E+07,1.17E+07,7059894.231,69,2286194.015,0.294117647,68,2.07E+07,0,0,1.88E+07,-1922849.263
937,0,0,0,3332893.362,0,0,0.593220339,0,0,2.12E+07,2.44E+07,9468863.047,1.17E+07,81,2961026.113,0.576271186,59,2.44E+07,0,0,2.12E+07,-3231980.24
937,0,0,0,2683196.275,0,0,0.534482759,0,0,2.78E+07,2.96E+07,1.83E+07,9468863.047,93,2578516.789,0.517241379,58,2.96E+07,0,0,2.78E+07,-1796743.561
937,0,0,0,2779565.32,0,0,0.526315789,0,0,3.27E+07,3.67E+07,1.44E+07,1.83E+07,105,2484046.162,0.50877193,57,3.67E+07,0,0,3.27E+07,-3984446.997
937,0,0,0,2776170.258,0,0,0.535714286,0,0,4.49E+07,4.59E+07,3.05E+07,1.44E+07,117,2489437.523,0.517857143,56,4.59E+07,0,0,4.49E+07,-956789.4269
937,0,0,0,2987642.336,0,0,0.636363636,0,0,5.34E+07,5.77E+07,2.29E+07,3.05E+07,129,2959985.793,0.618181818,55,5.77E+07,0,0,5.34E+07,-4309352.5
937,0,0,0,2712375.516,0,0,0.611111111,0,0,7.55E+07,7.34E+07,5.26E+07,2.29E+07,141,2867491.073,0.537037037,54,7.34E+07,0,0,7.55E+07,2137699.783
939,0,0,0,4255600.664,0,0,0.48,0,0,1.18E+07,1.36E+07,6051940.162,5750001.438,9,3948059.838,0.48,100,1.36E+07,0,0,1.18E+07,-1775376.194
939,0,0,0,5155640.016,0,0,0.56,0,0,1.12E+07,1.31E+07,5192545.454,6051940.162,21,4843223.137,0.53,100,1.31E+07,0,0,1.12E+07,-1867844.18
939,0,0,0,3684362.64,0,0,0.484536082,0,0,1.23E+07,1.39E+07,7142568.894,5192545.454,33,3929127.659,0.391752577,97,1.39E+07,0,0,1.23E+07,-1576178.169
939,0,0,0,4125002.976,0,0,0.568181818,0,0,1.22E+07,1.44E+07,5067096.748,7142568.894,45,4392816.974,0.443181818,88,1.44E+07,0,0,1.22E+07,-2206047.086
939,0,0,0,3549886.573,0,0,0.584415584,0,0,1.43E+07,1.57E+07,9250816.62,5067096.748,57,3850233.023,0.428571429,77,1.57E+07,0,0,1.43E+07,-1423596.874
939,0,0,0,2817120.646,0,0,0.538461538,0,0,1.55E+07,1.82E+07,6243135.235,9250816.62,69,2920489.515,0.415384615,65,1.82E+07,0,0,1.55E+07,-2742051.687
939,0,0,0,2236688.75,0,0,0.473684211,0,0,2.06E+07,2.20E+07,1.44E+07,6243135.235,81,2185532.001,0.421052632,57,2.20E+07,0,0,2.06E+07,-1438939.747
939,0,0,0,2352928.191,0,0,0.5,0,0,2.31E+07,2.69E+07,8790734.365,1.44E+07,93,2275596.307,0.425925926,54,2.69E+07,0,0,2.31E+07,-3782951.584
939,0,0,0,1815220.309,0,0,0.46,0,0,3.27E+07,3.38E+07,2.39E+07,8790734.365,105,1930203.903,0.42,50,3.38E+07,0,0,3.27E+07,-1046850.548
939,0,0,0,2418840.237,0,0,0.520833333,0,0,3.74E+07,4.24E+07,1.34E+07,2.39E+07,117,2125704.773,0.520833333,48,4.24E+07,0,0,3.74E+07,-5008510.217
