run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Average Panic Withdrawals,Consumer Seen Panic Proportion,Consumer Estimated Bank Assets,Bank Assets After Initial
263,0.104166667,0.104166667,0.041666667,2149217.204,4399161.593,0.5,0.479166667,102837.1849,0.083333333,1.39E+07,6362454.013,0,1.39E+07,81,1935765.506,0.479166667,48,2.05E+07,0,1191439.598,2.08E-09,1.85E+07,1.39E+07
263,0.106382979,0.106382979,0.063829787,2433916.543,2969085.14,0.659574468,0.595744681,125198.9217,0.063829787,2.26E+07,1.16E+07,2.26E+07,0,93,2325946.594,0.595744681,47,2.47E+07,0,1200268.461,2.13E-09,2.11E+07,2.26E+07
263,0.044444444,0.044444444,0.022222222,2138597.673,3346197.104,0.288888889,0.533333333,0,0,2.02E+07,9205597.852,0,2.02E+07,105,1985318.276,0.488888889,45,3.08E+07,0,892319.2279,2.22E-09,2.79E+07,2.02E+07
263,0.023255814,0.023255814,0,1320653.902,5771048.983,0.046511628,0.325581395,28564.12669,0.023255814,3.54E+07,1.84E+07,3.54E+07,0,117,1007891.048,0.325581395,43,3.95E+07,0,268420.883,2.33E-09,3.39E+07,3.54E+07
263,0.023255814,0.023255814,0,1608905.907,5283053.121,0.209302326,0.418604651,42938.1102,0.023255814,3.34E+07,1.54E+07,0,3.34E+07,129,1463997.845,0.441860465,43,5.07E+07,0,1105755.305,2.33E-09,4.60E+07,3.34E+07
263,0.023255814,0.023255814,0,1946658.39,4524339.661,0.186046512,0.488372093,55145.95234,0.023255814,5.87E+07,3.04E+07,5.87E+07,0,141,1750509.432,0.511627907,43,6.51E+07,0,841737.6115,2.33E-09,5.57E+07,5.87E+07
265,0.41,0.41,0.05,6505209.77,3372715.81,1.85,0.53,3360707.382,0.41,7895048.945,3392500.848,2145047.507,5750001.438,9,4494245.11,0.53,100,1.30E+07,0,2428355.383,0,1.13E+07,7895048.945
265,0.39,0.38,0.18,4721806.005,2945709.782,1.67,0.49,1182510.264,0.24,1.04E+07,5010858.647,8288568.992,2145047.507,21,4178947.216,0.44,100,1.22E+07,0,1885254.261,0,1.06E+07,1.04E+07
265,0.329411765,0.329411765,0.223529412,3701840.063,3581969.168,1.988235294,0.482352941,537899.8849,0.2,9479909.813,3727195.735,1191340.821,8288568.992,33,3422358.843,0.435294118,85,1.29E+07,0,2949856.962,0,1.17E+07,9479909.813
265,0.310810811,0.310810811,0.162162162,3387659.575,3577577.849,1.72972973,0.513513514,561146.1113,0.189189189,1.33E+07,6586990.478,1.21E+07,1191340.821,45,3161159.53,0.472972973,74,1.43E+07,0,2417282.33,0,1.21E+07,1.33E+07
265,0.307692308,0.307692308,0.123076923,3761013.681,3448119.453,1.646153846,0.630769231,726179.0966,0.2,1.04E+07,4617044.085,0,1.04E+07,57,3559456.539,0.630769231,65,1.55E+07,0,2174967.655,0,1.40E+07,1.04E+07
265,0.224137931,0.224137931,0.103448276,3157295.835,3120254.167,1.24137931,0.568965517,448371.1326,0.120689655,1.62E+07,8343688.624,1.62E+07,0,69,2807741.044,0.568965517,58,1.76E+07,0,1936709.483,0,1.50E+07,1.62E+07
265,0.134615385,0.134615385,0.038461538,2328672.235,3148520.461,0.788461538,0.519230769,149106.6119,0.057692308,1.34E+07,6215627.187,0,1.34E+07,81,2336313.144,0.461538462,52,2.10E+07,0,1634808.701,0,1.90E+07,1.34E+07
265,0.083333333,0.083333333,0,2086225.891,4122260.676,0.583333333,0.458333333,89424.31375,0.041666667,2.23E+07,1.21E+07,2.23E+07,0,93,1834116.15,0.416666667,48,2.58E+07,0,1717608.615,0,2.20E+07,2.23E+07
265,0.065217391,0.065217391,0.043478261,2049915.105,3678457.302,0.304347826,0.47826087,47268.49445,0.043478261,2.00E+07,9409777.92,0,2.00E+07,105,1832861.049,0.47826087,46,3.23E+07,0,959597.5571,0,2.93E+07,2.00E+07
265,0.066666667,0.066666667,0,2266661.214,4327922.14,0.177777778,0.577777778,48734.90462,0.022222222,3.38E+07,1.95E+07,3.38E+07,0,117,2251257.9,0.533333333,45,4.03E+07,0,769408.3806,0,3.43E+07,3.38E+07
265,0.023255814,0.023255814,0,1839260.069,4508356.052,0.162790698,0.465116279,0,0,3.17E+07,1.45E+07,0,3.17E+07,129,1666543.513,0.441860465,43,5.17E+07,0,733918.4271,0,4.72E+07,3.17E+07
265,0.047619048,0.047619048,0,2346577.233,8332706.737,0.30952381,0.619047619,45803.0345,0.047619048,5.52E+07,3.24E+07,5.52E+07,0,141,2212036.779,0.619047619,42,6.58E+07,0,2380773.354,0,5.58E+07,5.52E+07
267,0.33,0.33,0.03,5858376.053,2742422.334,1.39,0.52,2724866.448,0.33,8760692.583,3852442.989,3010691.146,5750001.438,9,4264442.406,0.52,100,1.33E+07,0,1919695.634,0,1.15E+07,8760692.583
267,0.35,0.35,0.18,4858303.613,2561031.048,1.48,0.49,1418249.043,0.24,1.05E+07,5252292.201,7521895.943,3010691.146,21,3985667.303,0.49,100,1.28E+07,0,1613449.56,0,1.11E+07,1.05E+07
267,0.348314607,0.348314607,0.168539326,4429639.344,2989922.612,1.606741573,0.595505618,772980.8671,0.191011236,9303404.926,3686525.075,1781508.983,7521895.943,33,4486757.771,0.494382022,89,1.26E+07,0,2116462.074,0,1.14E+07,9303404.926
267,0.24,0.24,0.106666667,2590656.506,2451898.203,1.093333333,0.453333333,276970.4878,0.106666667,1.32E+07,6474297.269,1.14E+07,1781508.983,45,2718555.84,0.386666667,75,1.41E+07,0,1307679.042,0,1.20E+07,1.32E+07
267,0.153846154,0.153846154,0.076923077,2436767.197,3150111.762,1.230769231,0.476923077,223511.3625,0.092307692,1.20E+07,5036626.859,619000.5923,1.14E+07,57,2428525.836,0.461538462,65,1.63E+07,0,1986993.573,0,1.47E+07,1.20E+07
267,0.147540984,0.147540984,0.032786885,2763746.241,2395691.796,0.639344262,0.475409836,416269.524,0.131147541,1.85E+07,8762560.459,1.78E+07,619000.5923,69,2358139.497,0.540983607,61,1.91E+07,0,1178209.08,0,1.64E+07,1.85E+07
267,0.166666667,0.166666667,0.016666667,2510378.884,4641709.342,0.666666667,0.416666667,444526.5151,0.116666667,1.66E+07,7060328.811,0,1.66E+07,81,1983997.737,0.45,60,2.33E+07,0,1701960.092,0,2.11E+07,1.66E+07
267,0.122807018,0.122807018,0.035087719,3050038.966,5557584.445,0.561403509,0.561403509,300419.0021,0.087719298,2.72E+07,1.30E+07,2.72E+07,0,93,2791646.471,0.596491228,57,2.78E+07,0,1657525.185,0,2.38E+07,2.72E+07
267,0.109090909,0.109090909,0.054545455,2407568.691,4642436.956,0.563636364,0.527272727,124124.9925,0.036363636,2.43E+07,1.03E+07,0,2.43E+07,105,2434276.842,0.472727273,55,3.43E+07,0,1856974.782,0,3.11E+07,2.43E+07
267,0.039215686,0.039215686,0,2627973.608,4017854.096,0.196078431,0.549019608,0,0,4.18E+07,2.01E+07,4.18E+07,0,117,2298057.55,0.509803922,51,4.29E+07,0,787814.5287,0,3.67E+07,4.18E+07
267,0,0,0,2038325.886,0,0,0.530612245,0,0,3.91E+07,1.64E+07,0,3.91E+07,129,2134865.578,0.530612245,49,5.45E+07,0,1.00E-04,0,4.94E+07,3.91E+07
267,0,0,0,1856828.045,0,0,0.408163265,0,0,6.94E+07,3.25E+07,6.94E+07,0,141,1619829.762,0.408163265,49,7.01E+07,0,1.00E-04,0,6.01E+07,6.94E+07
269,0.19,0.19,0,3821515.926,1834768.171,0.58,0.37,1492477.067,0.19,1.13E+07,4644794.304,5588635.534,5750001.438,9,2918887.399,0.37,100,1.46E+07,0,715559.5866,0,1.28E+07,1.13E+07
269,0.23,0.23,0.11,3945636.41,2726636.648,0.81,0.44,523724.4093,0.14,1.32E+07,6808557.247,7626157.759,5588635.534,21,3526009.619,0.37,100,1.54E+07,0,1336051.958,0,1.33E+07,1.32E+07
269,0.230769231,0.230769231,0.087912088,4226465.359,4108961.014,1.274725275,0.538461538,680850.8093,0.142857143,1.37E+07,5296302.654,6052633.393,7626157.759,33,4031134.661,0.505494505,91,1.67E+07,0,2664051.646,0,1.50E+07,1.37E+07
269,0.228915663,0.228915663,0.108433735,3440478.029,4053614.798,1.13253012,0.457831325,603574.2623,0.168674699,1.68E+07,8314679.646,1.07E+07,6052633.393,45,2908748.629,0.469879518,83,1.90E+07,0,2197742.963,0,1.64E+07,1.68E+07
269,0.217948718,0.217948718,0.141025641,3609606.128,4106054.287,1.141025641,0.5,509282.7414,0.141025641,1.84E+07,7287082.257,7674235.111,1.07E+07,57,3193205.524,0.512820513,78,2.20E+07,0,2474160.917,0,1.97E+07,1.84E+07
269,0.180555556,0.180555556,0.041666667,3670210.507,4920779.457,0.513888889,0.541666667,515902.0513,0.152777778,2.36E+07,1.15E+07,1.59E+07,7674235.111,69,3287142.488,0.625,72,2.56E+07,0,1366883.183,0,2.21E+07,2.36E+07
269,0.171428571,0.171428571,0.1,2735060.336,4262823.608,0.742857143,0.457142857,330438.5242,0.085714286,2.73E+07,9954680.495,1.14E+07,1.59E+07,81,2582227.149,0.428571429,70,3.13E+07,0,2009616.844,0,2.83E+07,2.73E+07
269,0.125,0.125,0.03125,2459483.331,6305834.555,0.8125,0.453125,154726.9479,0.03125,3.80E+07,1.78E+07,2.67E+07,1.14E+07,93,2232811.099,0.375,64,3.91E+07,0,3251445.942,0,3.37E+07,3.80E+07
269,0.017241379,0.017241379,0,2100644.051,5622604.897,0.086206897,0.431034483,0,0,4.51E+07,1.57E+07,1.85E+07,2.67E+07,105,2021134.471,0.413793103,58,4.97E+07,0,484707.3188,0,4.48E+07,4.51E+07
269,0.035087719,0.035087719,0,3353467.076,7615081.41,0.210526316,0.596491228,145250.7347,0.035087719,6.36E+07,2.87E+07,4.51E+07,1.85E+07,117,2927217.083,0.596491228,57,6.25E+07,0,1603175.034,0,5.36E+07,6.36E+07
269,0.035087719,0.035087719,0,2680283.75,8052402.892,0.087719298,0.543859649,133791.9862,0.035087719,7.57E+07,2.47E+07,3.06E+07,4.51E+07,129,2595823.251,0.561403509,57,7.99E+07,0,706351.131,0,7.23E+07,7.57E+07
269,0.035087719,0.035087719,0,2369716.295,1.28E+07,0.456140351,0.473684211,69442.88943,0.01754386,1.10E+08,4.72E+07,7.98E+07,3.06E+07,141,2139351.536,0.473684211,57,1.03E+08,0,4924714.202,0,8.85E+07,1.10E+08
271,0.48,0.48,0.07,6939394.07,3631729.995,1.99,0.56,3887036.82,0.48,7091257.728,2990000.748,1341256.29,5750001.438,9,4771706.89,0.56,100,1.28E+07,0,2542210.997,0,1.10E+07,7091257.728
271,0.48,0.47,0.31,5141911.961,3440470.671,2.5,0.55,1451326.496,0.27,9572376.138,4723526.561,8231119.848,1341256.29,21,4615246.72,0.46,100,1.14E+07,0,2855590.657,0,9841513.555,9572376.138
271,0.46835443,0.46835443,0.253164557,4402452.335,2922430.743,2.126582278,0.607594937,1463275.31,0.291139241,6724375.853,2993297.823,0,6724375.853,33,4241839.937,0.544303797,79,1.11E+07,0,2071596.476,0,1.01E+07,6724375.853
271,0.353846154,0.353846154,0.2,2754142.109,3135221.985,1.907692308,0.461538462,683968.144,0.215384615,1.05E+07,5280071.227,1.05E+07,0,45,2497103.007,0.430769231,65,1.21E+07,0,2170538.297,0,1.04E+07,1.05E+07
271,0.214285714,0.214285714,0.071428571,1889458.02,2440433.613,0.839285714,0.446428571,196496.4321,0.089285714,8810580.929,4314908.573,0,8810580.929,57,1935933.804,0.392857143,56,1.41E+07,0,1089479.291,0,1.27E+07,8810580.929
271,0.163265306,0.163265306,0.081632653,1985018.945,2440687.667,0.775510204,0.408163265,257490.1046,0.12244898,1.39E+07,7974295.849,1.39E+07,0,69,1623024.012,0.469387755,49,1.69E+07,0,1145628.905,0,1.44E+07,1.39E+07
271,0.14893617,0.14893617,0.063829787,1608249.336,2581643.773,0.425531915,0.425531915,251691.5551,0.106382979,1.17E+07,6075788.893,0,1.17E+07,81,1543009.528,0.468085106,47,2.08E+07,0,823928.8638,0,1.89E+07,1.17E+07
271,0.111111111,0.111111111,0,2153751.251,3306452.805,0.466666667,0.511111111,137356.0178,0.088888889,1.92E+07,1.23E+07,1.92E+07,0,93,1862014.285,0.555555556,45,2.55E+07,0,1249104.393,0,2.17E+07,1.92E+07
271,0.159090909,0.159090909,0.045454545,2436568.417,6095098.63,1,0.545454545,250751.1782,0.113636364,1.65E+07,8967594.129,0,1.65E+07,105,2095799.115,0.545454545,44,3.16E+07,0,3324599.253,0,2.88E+07,1.65E+07
271,0.119047619,0.119047619,0.023809524,2165050.217,5092464.753,0.619047619,0.571428571,159576.3408,0.095238095,2.77E+07,1.95E+07,2.77E+07,0,117,1986236.123,0.619047619,42,3.96E+07,0,2061235.733,0,3.36E+07,2.77E+07
271,0.097560976,0.097560976,0.024390244,2001193.294,7663821.089,0.829268293,0.585365854,94922.61826,0.024390244,2.53E+07,1.38E+07,0,2.53E+07,129,2033071.727,0.536585366,41,5.05E+07,0,4112294.243,0,4.62E+07,2.53E+07
271,0.026315789,0.026315789,0,2162558.93,8934920.372,0.289473684,0.605263158,0,0,4.38E+07,3.20E+07,4.38E+07,0,141,1940339.914,0.578947368,38,6.44E+07,0,2586424.318,0,5.46E+07,4.38E+07
273,0.38,0.37,0.04,6049812.049,3432778.103,1.69,0.51,3285480.491,0.38,8100286.672,3557087.968,2350285.234,5750001.438,9,4364234.275,0.53,100,1.32E+07,0,2402944.672,0,1.14E+07,8100286.672
273,0.39,0.39,0.23,5444668.088,3037518.366,1.78,0.52,1455022.829,0.25,1.01E+07,4899124.471,7732397.856,2350285.234,21,4324317.958,0.48,100,1.22E+07,0,2551515.427,0.01,1.06E+07,1.01E+07
273,0.38372093,0.372093023,0.220930233,4342970.426,3057824.974,1.976744186,0.569767442,1142282.798,0.244186047,8410682.271,3593708.639,678284.415,7732397.856,33,4172123.048,0.488372093,86,1.22E+07,0,2240034.574,0,1.10E+07,8410682.271
273,0.378378378,0.378378378,0.189189189,4096999.028,3235855.571,1.851351351,0.594594595,991864.3883,0.216216216,1.12E+07,5163230.278,1.05E+07,678284.415,45,3786011.595,0.527027027,74,1.25E+07,0,2405027.79,0.013513514,1.08E+07,1.12E+07
273,0.241935484,0.241935484,0.080645161,1976534.705,2809884.887,1.241935484,0.35483871,355277.013,0.129032258,1.05E+07,4729405.899,0,1.05E+07,57,1757710.17,0.338709677,62,1.48E+07,0,1858149.683,0,1.33E+07,1.05E+07
273,0.163636364,0.163636364,0.054545455,2204393.456,2183399.75,0.636363636,0.436363636,285160.2691,0.090909091,1.71E+07,7664001.258,1.71E+07,0,69,1954792.67,0.4,55,1.77E+07,0,952756.2544,0.018181818,1.53E+07,1.71E+07
273,0.176470588,0.176470588,0.058823529,2301598.325,4916831.737,1.117647059,0.470588235,330598.1824,0.117647059,1.43E+07,6983833.88,0,1.43E+07,81,2031429.851,0.470588235,51,2.13E+07,0,2603028.567,1.96E-09,1.92E+07,1.43E+07
273,0.125,0.125,0.020833333,2344957.728,5224149.921,0.708333333,0.604166667,146352.5024,0.0625,2.34E+07,1.16E+07,2.34E+07,0,93,2453955.806,0.604166667,48,2.56E+07,0,1850219.764,2.08E-09,2.20E+07,2.34E+07
273,0.088888889,0.088888889,0,1839293.668,4456470.375,0.355555556,0.444444444,216256.3903,0.066666667,2.11E+07,9944892.929,0,2.11E+07,105,1657706.31,0.444444444,45,3.22E+07,0,1287424.775,2.22E-09,2.91E+07,2.11E+07
273,0.045454545,0.045454545,0,2557988.493,4559024.663,0.227272727,0.636363636,0,0,3.58E+07,1.85E+07,3.58E+07,0,117,2427269.074,0.590909091,44,3.99E+07,0,932527.7721,4.55E-09,3.42E+07,3.58E+07
273,0,0,0,1821011.435,0,0,0.476190476,0,0,3.38E+07,1.57E+07,0,3.38E+07,129,1533330.655,0.476190476,42,5.12E+07,0,1.00E-04,4.76E-09,4.64E+07,3.38E+07
273,0,0,0,1626545.379,0,0,0.476190476,0,0,5.96E+07,3.04E+07,5.96E+07,0,141,1598254.503,0.476190476,42,6.58E+07,0,1.00E-04,4.76E-09,5.65E+07,5.96E+07
275,0.51,0.51,0.07,6923456.18,3197874.397,2.06,0.55,4087549.427,0.51,6842833.484,2817500.704,1092832.047,5750001.438,9,4819618.526,0.55,100,1.27E+07,0,2430384.542,0,1.10E+07,6842833.484
275,0.43,0.42,0.17,4471533.766,3546252.315,2,0.46,1418585.67,0.25,1.03E+07,4901074.996,9251259.658,1092832.047,21,3706648.785,0.44,100,1.20E+07,0,2624226.713,0,1.05E+07,1.03E+07
275,0.37804878,0.37804878,0.134146341,4109614.84,2916468.305,1.987804878,0.475609756,1503185.354,0.304878049,7568879.617,3589786.118,0,7568879.617,33,3269266.603,0.609756098,82,1.23E+07,0,2418534.692,0,1.11E+07,7568879.617
275,0.368421053,0.368421053,0.210526316,3340955.139,3431291.37,1.828947368,0.486842105,846800.5159,0.263157895,1.13E+07,5332518.924,1.13E+07,0,45,3067342.364,0.5,76,1.31E+07,0,2528319.957,0,1.14E+07,1.13E+07
275,0.338235294,0.338235294,0.205882353,2769220.551,3059850.642,1.485294118,0.5,429554.9406,0.147058824,8898166.724,4978078.117,0,8898166.724,57,2946551.233,0.426470588,68,1.47E+07,0,2159894.571,0,1.31E+07,8898166.724
275,0.145454545,0.145454545,0.018181818,1939418.215,3012833.314,0.563636364,0.436363636,184264.7314,0.090909091,1.43E+07,7543167.366,1.43E+07,0,69,1883426.02,0.472727273,55,1.75E+07,0,1150354.538,0,1.52E+07,1.43E+07
275,0.096153846,0.096153846,0.038461538,1583910.899,2818049.13,0.673076923,0.346153846,73351.62595,0.038461538,1.25E+07,7351458.826,0,1.25E+07,81,1362524.139,0.326923077,52,2.18E+07,0,1517411.07,0,1.95E+07,1.25E+07
275,0.06122449,0.06122449,0,2515953.616,3347113.148,0.285714286,0.591836735,99339.72437,0.020408163,2.00E+07,1.18E+07,2.00E+07,0,93,2349373.196,0.551020408,49,2.65E+07,0,888009.6107,0,2.28E+07,2.00E+07
275,0.063829787,0.063829787,0,2530187.47,3953426.028,0.361702128,0.531914894,92354.84285,0.063829787,1.73E+07,1.06E+07,0,1.73E+07,105,2119576.446,0.531914894,47,3.28E+07,0,1177616.264,0,2.95E+07,1.73E+07
275,0.063829787,0.063829787,0,1837951.423,5598387.469,0.319148936,0.446808511,72925.91274,0.042553191,2.95E+07,1.84E+07,2.95E+07,0,117,1722693.946,0.468085106,47,4.16E+07,0,1548490.151,0,3.59E+07,2.95E+07
275,0.086956522,0.086956522,0.043478261,2936338.647,5934095.008,0.652173913,0.673913043,245805.5434,0.043478261,2.61E+07,1.69E+07,0,2.61E+07,129,2759650.264,0.630434783,46,5.22E+07,0,3225051.635,0,4.70E+07,2.61E+07
275,0.022727273,0.022727273,0,2459676.285,2571433.068,0.022727273,0.613636364,23792.89629,0.022727273,4.51E+07,2.95E+07,4.51E+07,0,141,2297446.388,0.613636364,44,6.64E+07,0,58441.66074,0,5.73E+07,4.51E+07
277,0.42,0.42,0.04,6023408.197,3178732.429,1.6,0.53,3490104.423,0.42,7806358.413,3335000.834,2056356.976,5750001.438,9,4453538.601,0.53,100,1.31E+07,0,2034388.755,0,1.13E+07,7806358.413
277,0.33,0.33,0.17,4632555.771,2570339.947,1.53,0.52,848832.5027,0.15,1.05E+07,5122706.774,8488431.466,2056356.976,21,4486868.341,0.42,100,1.20E+07,0,1824941.362,0,1.04E+07,1.05E+07
277,0.280487805,0.280487805,0.12195122,3511987.212,2984727.172,1.524390244,0.43902439,949978.0127,0.207317073,8944448.866,3494683.55,456017.4001,8488431.466,33,2934235.928,0.414634146,82,1.28E+07,0,2256744.935,0,1.16E+07,8944448.866
277,0.210526316,0.210526316,0.092105263,2526719.269,2738425.616,0.960526316,0.368421053,418315.6729,0.118421053,1.40E+07,6776717.381,1.35E+07,456017.4001,45,2169152.991,0.381578947,76,1.46E+07,0,1513340.472,0,1.25E+07,1.40E+07
277,0.275362319,0.275362319,0.072463768,3190326.69,3706791.222,1.449275362,0.536231884,720626.9927,0.173913043,1.08E+07,4653481.783,0,1.08E+07,57,3117079.531,0.47826087,69,1.64E+07,0,2524915.76,0,1.49E+07,1.08E+07
277,0.225806452,0.225806452,0.048387097,3331772.077,3133117.169,0.919354839,0.564516129,412181.3857,0.112903226,1.66E+07,8783408.801,1.66E+07,0,69,3127836.865,0.516129032,62,1.84E+07,0,1667626.881,0,1.57E+07,1.66E+07
277,0.145454545,0.145454545,0.054545455,2267820.658,2566299.264,0.509090909,0.527272727,198080.641,0.054545455,1.37E+07,6443085.238,0,1.37E+07,81,2384695.718,0.454545455,55,2.20E+07,0,886539.7457,0,2.01E+07,1.37E+07
277,0.08,0.08,0,2760327.318,2836057.334,0.38,0.58,180729.7112,0.06,2.22E+07,1.29E+07,2.22E+07,0,93,2392639.588,0.6,50,2.66E+07,0,1077701.787,0,2.26E+07,2.22E+07
277,0.102040816,0.102040816,0,2383487.371,3795859.672,0.367346939,0.448979592,350836.5351,0.102040816,1.95E+07,9568118.861,0,1.95E+07,105,1846872.32,0.510204082,49,3.32E+07,0,1239464.383,0,3.03E+07,1.95E+07
277,0.06122449,0.06122449,0.040816327,1475408.881,6169515.36,0.448979592,0.367346939,0,0,3.42E+07,2.01E+07,3.42E+07,0,117,1388029.149,0.306122449,49,4.23E+07,0,2014535.628,0,3.61E+07,3.42E+07
277,0.043478261,0.043478261,0,2126448.58,8480790.683,0.217391304,0.5,87671.39123,0.043478261,3.17E+07,1.58E+07,0,3.17E+07,129,1846359.676,0.52173913,46,5.41E+07,0,1659285.134,0,4.92E+07,3.17E+07
277,0.043478261,0.043478261,0.02173913,2496350.574,7328852.704,0.282608696,0.608695652,0,0,5.52E+07,3.29E+07,5.52E+07,0,141,2457854.139,0.565217391,46,6.88E+07,0,1911874.618,0,5.87E+07,5.52E+07
279,0.42,0.42,0.04,6290667.128,3282731.61,1.64,0.53,3394993.381,0.42,7786481.341,3335000.834,2036479.904,5750001.438,9,4568526.715,0.53,100,1.30E+07,0,2297912.127,0.010000001,1.12E+07,7786481.341
279,0.37,0.37,0.18,5183109.844,2815583.083,1.63,0.51,1335025.314,0.19,1.01E+07,5137498.904,8015421.786,2036479.904,21,4263056.111,0.48,100,1.20E+07,0,1942752.327,1.00E-09,1.04E+07,1.01E+07
279,0.304878049,0.304878049,0.195121951,3734452.747,2156342.314,1.341463415,0.524390244,833120.7364,0.207317073,8355221.87,3114570.264,339800.0844,8015421.786,33,3623725.155,0.487804878,82,1.20E+07,0,1235952.302,1.22E-09,1.09E+07,8355221.87
279,0.337837838,0.337837838,0.175675676,2899831.021,2697625.053,1.621621622,0.405405405,815411.1811,0.27027027,1.23E+07,6056172.155,1.20E+07,339800.0844,45,2350369.211,0.472972973,74,1.33E+07,0,2004991.593,1.35E-09,1.14E+07,1.23E+07
279,0.304347826,0.304347826,0.144927536,2162211.413,2450057.045,1.130434783,0.391304348,552244.054,0.15942029,1.08E+07,4472027.488,0,1.08E+07,57,2150702.595,0.391304348,69,1.58E+07,0,1278290.632,1.45E-09,1.44E+07,1.08E+07
279,0.254237288,0.254237288,0.118644068,3043395.575,4525476.758,1.423728814,0.559322034,441937.6115,0.152542373,1.68E+07,8577724.13,1.68E+07,0,69,2827586.898,0.559322034,59,1.81E+07,0,2991416.84,1.69E-09,1.54E+07,1.68E+07
279,0.188679245,0.188679245,0.056603774,3013591.666,4077100.782,0.981132075,0.622641509,204802.6338,0.075471698,1.34E+07,6351364.19,0,1.34E+07,81,2916172.32,0.566037736,53,2.10E+07,0,2153940.036,1.89E-09,1.91E+07,1.34E+07
279,0.14893617,0.14893617,0.021276596,1803305.688,5539379.904,0.489361702,0.510638298,234382.8163,0.085106383,2.22E+07,1.19E+07,2.22E+07,0,93,1843990.204,0.468085106,47,2.59E+07,0,1885746.35,2.13E-09,2.22E+07,2.22E+07
279,0.090909091,0.090909091,0,1404036.881,5452964.419,0.568181818,0.431818182,59501.10968,0.022727273,2.03E+07,9991688.357,0,2.03E+07,105,1412358.486,0.386363636,44,3.28E+07,0,2106827.162,4.55E-09,2.97E+07,2.03E+07
279,0.048780488,0.048780488,0,1490973.497,4466274.786,0.219512195,0.390243902,106085.2331,0.048780488,3.53E+07,1.93E+07,3.53E+07,0,117,1225523.591,0.414634146,41,4.20E+07,0,871468.251,4.88E-09,3.60E+07,3.53E+07
279,0.073170732,0.073170732,0.024390244,2152223.969,6004439.542,0.365853659,0.56097561,145410.4017,0.048780488,3.28E+07,1.66E+07,0,3.28E+07,129,1867981.186,0.56097561,41,5.36E+07,0,1903846.684,2.44E-09,4.84E+07,3.28E+07
279,0.05,0.05,0,1656416.6,5721881.302,0.375,0.45,59755.09072,0.025,5.80E+07,3.12E+07,5.80E+07,0,141,1410968.503,0.45,40,6.91E+07,0,2145705.488,0,5.94E+07,5.80E+07
281,0.37,0.37,0.03,5920419.07,2910857.677,1.56,0.54,3064838.196,0.37,8177134.367,3622500.906,2427132.93,5750001.438,9,4508028.874,0.54,100,1.30E+07,0,2037600.374,0,1.12E+07,8177134.367
281,0.36,0.36,0.2,4504193.914,3090231.776,1.81,0.45,1034829.3,0.23,1.09E+07,5092939.4,8516423.539,2427132.93,21,3651605.235,0.41,100,1.27E+07,0,2317673.832,0,1.11E+07,1.09E+07
281,0.402298851,0.402298851,0.195402299,4657447.361,3436280.768,2.08045977,0.551724138,1334833.716,0.298850575,8419608.362,4062281.546,0,8419608.362,33,4121287.05,0.586206897,87,1.27E+07,0,2804321.087,0,1.13E+07,8419608.362
281,0.346153846,0.346153846,0.205128205,3401219.447,3005861.186,1.730769231,0.5,789213.7519,0.205128205,1.28E+07,5466458.186,1.28E+07,0,45,3267889.842,0.487179487,78,1.36E+07,0,2312200.912,0,1.19E+07,1.28E+07
281,0.268656716,0.268656716,0.134328358,2551113.273,2697350.13,0.985074627,0.417910448,422535.0463,0.149253731,1.07E+07,5423737.028,0,1.07E+07,57,2254565.647,0.402985075,67,1.58E+07,0,1570099.33,0,1.41E+07,1.07E+07
281,0.186440678,0.186440678,0.016949153,3035459.8,3250707.635,0.93220339,0.542372881,419269.7057,0.152542373,1.65E+07,7892628.708,1.65E+07,0,69,2632534.357,0.627118644,59,1.82E+07,0,1818192.406,0,1.57E+07,1.65E+07
281,0.175438596,0.175438596,0.052631579,2574833.059,3506430.202,0.912280702,0.473684211,271310.1515,0.122807018,1.36E+07,7099405.199,0,1.36E+07,81,2249250.331,0.50877193,57,2.17E+07,0,2214587.496,0,1.95E+07,1.36E+07
281,0.148148148,0.148148148,0.092592593,2778530.954,4403169.586,0.685185185,0.62962963,97584.48956,0.055555556,2.19E+07,1.17E+07,2.19E+07,0,93,2918168.972,0.555555556,54,2.59E+07,0,2038504.438,0,2.22E+07,2.19E+07
281,0.081632653,0.081632653,0.020408163,2257855.56,3690988.406,0.428571429,0.469387755,119149.1753,0.081632653,1.94E+07,1.02E+07,0,1.94E+07,105,1948504.99,0.530612245,49,3.22E+07,0,1355873.292,0,2.91E+07,1.94E+07
281,0.12244898,0.12244898,0.020408163,2884374.955,5172167.024,0.673469388,0.612244898,325741.7008,0.12244898,3.20E+07,1.82E+07,3.20E+07,0,117,2615351.133,0.693877551,49,3.98E+07,0,2638860.726,0,3.41E+07,3.20E+07
