run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Average Panic Withdrawals,Consumer Seen Panic Proportion,Consumer Estimated Bank Assets,Bank Assets After Initial
185,0.59,0.58,0.1,7835575.766,4073118.299,2.57,0.61,5104904.157,0.59,5342372.597,2357500.589,0,5342372.597,9,5302724.684,0.63,100,1.22E+07,0,3339957.005,0,1.05E+07,5342372.597
185,0.52,0.5,0.3,5138282.154,3109054.755,2.39,0.53,1772229.425,0.27,8424934.11,3741607.229,8424934.11,0,21,4564299.59,0.43,100,1.03E+07,0,2362881.614,1.00E-09,9079263.484,8424934.11
185,0.373333333,0.373333333,0.213333333,3252392.063,1851792.065,1.413333333,0.506666667,802343.1474,0.253333333,6115791.762,3140382.928,0,6115791.762,33,3195937.478,0.48,75,1.03E+07,0,1185146.922,1.33E-09,9252331.826,6115791.762
185,0.378787879,0.378787879,0.166666667,2655115.727,2911702.187,1.636363636,0.515151515,643000.6975,0.212121212,8482485.443,4527469.62,8482485.443,0,45,2861664.271,0.46969697,66,1.09E+07,0,2029368.191,1.52E-09,9483337.214,8482485.443
185,0.272727273,0.272727273,0.163636364,2158062.561,2887701.26,1.618181818,0.472727273,376159.8942,0.145454545,6458321.367,4136209.462,0,6458321.367,57,2149926.466,0.436363636,55,1.24E+07,0,2100146.371,0,1.12E+07,6458321.367
185,0.1875,0.1875,0.083333333,2343132.37,2075451.69,0.9375,0.458333333,314735.2144,0.145833333,9569278.887,6104696.682,9569278.887,0,69,1865238.771,0.541666667,48,1.45E+07,0,1253918.73,0,1.26E+07,9569278.887
185,0.173913043,0.173913043,0.043478261,1849745.874,3131353.436,0.760869565,0.456521739,204653.379,0.086956522,7342170.437,6060602.524,0,7342170.437,81,1716889.275,0.434782609,46,1.75E+07,0,1633749.619,0,1.56E+07,7342170.437
185,0.071428571,0.071428571,0.023809524,1647574.414,3309628.554,0.285714286,0.428571429,62623.82006,0.023809524,1.16E+07,9161508.876,1.16E+07,0,93,1545934.607,0.404761905,42,2.16E+07,0,788006.7986,0,1.88E+07,1.16E+07
185,0.025,0.025,0,1908792.538,2096058.771,0.125,0.55,69043.85535,0.025,9231418.944,9210484.816,0,9231418.944,105,1818743.054,0.575,40,2.67E+07,0,262007.3465,0,2.38E+07,9231418.944
185,0.05,0.05,0,1638421.502,2971352.275,0.2,0.475,66835.92215,0.025,1.49E+07,1.41E+07,1.49E+07,0,117,1531833.782,0.45,40,3.36E+07,0,594270.455,0,2.93E+07,1.49E+07
185,0.025641026,0.025641026,0,1866596.254,4057001.579,0.128205128,0.487179487,74302.90428,0.025641026,1.27E+07,1.50E+07,0,1.27E+07,129,1587616.024,0.512820513,39,4.27E+07,0,520128.4076,2.56E-09,3.81E+07,1.27E+07
185,0.025641026,0.025641026,0,1534705.091,7600148.118,0.025641026,0.435897436,82733.55367,0.025641026,2.13E+07,2.27E+07,2.13E+07,0,141,1390422.59,0.461538462,39,5.49E+07,0,194875.5929,2.56E-09,4.79E+07,2.13E+07
187,0.34,0.34,0,5702344.754,3153835.588,1.55,0.49,2783660.532,0.34,8867055.398,3787618.021,3117053.96,5750001.438,9,4099285.507,0.49,100,1.34E+07,0,2176146.556,0,1.17E+07,8867055.398
187,0.35,0.35,0.21,4639678.739,2751992.66,1.66,0.48,735855.3364,0.19,1.14E+07,5577959.882,8302459.682,3117053.96,21,4091560.201,0.38,100,1.31E+07,0,2008954.642,0,1.13E+07,1.14E+07
187,0.321428571,0.321428571,0.154761905,4327213.198,3273261.912,1.773809524,0.511904762,1143592.335,0.238095238,9968927.212,4587368.289,1666467.53,8302459.682,33,3605729.68,0.535714286,84,1.39E+07,0,2532881.241,0,1.24E+07,9968927.212
187,0.324675325,0.324675325,0.12987013,3819861.065,2840746.751,1.155844156,0.545454545,941724.4602,0.220779221,1.35E+07,6029776.018,1.18E+07,1666467.53,45,3504256.109,0.545454545,77,1.49E+07,0,1660176.673,1.30E-09,1.30E+07,1.35E+07
187,0.246376812,0.246376812,0.101449275,2891936.525,3748378.052,1.173913043,0.47826087,403109.5904,0.101449275,1.26E+07,5826751.358,775630.7317,1.18E+07,57,2762560.564,0.405797101,69,1.71E+07,0,2390270.062,1.45E-09,1.53E+07,1.26E+07
187,0.152542373,0.152542373,0.084745763,2711094.103,2740151.259,0.847457627,0.525423729,224110.5287,0.101694915,1.96E+07,8627756.901,1.88E+07,775630.7317,69,2564266.472,0.508474576,59,1.99E+07,0,1671956.7,1.69E-09,1.72E+07,1.96E+07
187,0.142857143,0.142857143,0.017857143,2591509.458,3296821.856,0.589285714,0.464285714,219754.5642,0.089285714,1.77E+07,8134510.777,0,1.77E+07,81,2148514.817,0.464285714,56,2.42E+07,0,1530667.29,0,2.17E+07,1.77E+07
187,0.150943396,0.132075472,0.056603774,2766924.864,5533039.391,0.509433962,0.622641509,1215958.128,0.094339623,2.82E+07,1.24E+07,2.82E+07,0,93,2846497.411,0.603773585,53,2.92E+07,0,2296733.332,0.018867925,2.51E+07,2.82E+07
187,0.08,0.08,0,2321944.541,6918352.18,0.28,0.52,55627.5215,0.02,2.67E+07,1.16E+07,0,2.67E+07,105,2264895.693,0.46,50,3.60E+07,0,1245303.393,0,3.24E+07,2.67E+07
187,0.021276596,0.021276596,0,2072008.497,2944154.717,0.021276596,0.489361702,0,0,4.64E+07,2.06E+07,4.64E+07,0,117,1849183.212,0.468085106,47,4.55E+07,0,62641.58983,0,3.92E+07,4.64E+07
187,0,0,0,1343110.03,0,0,0.326086957,0,0,4.48E+07,1.84E+07,0,4.48E+07,129,1129893.401,0.326086957,46,5.90E+07,0,1.00E-04,0,5.33E+07,4.48E+07
187,0,0,0,1770692.154,0,0,0.413043478,0,0,7.97E+07,3.45E+07,7.97E+07,0,141,1539550.725,0.413043478,46,7.61E+07,0,1.00E-04,0,6.55E+07,7.97E+07
189,0.54,0.53,0.11,8036169.629,4924876.621,2.83,0.55,4896104.078,0.54,6187161.014,2645000.661,437159.5765,5750001.438,9,4666736.345,0.59,100,1.29E+07,0,3939901.297,0.01,1.11E+07,6187161.014
189,0.45,0.45,0.24,5197424.334,3392181.405,2.18,0.56,1477594.003,0.24,9422079.713,4471680.89,8984920.136,437159.5765,21,4768978.383,0.47,100,1.10E+07,0,2611979.682,0,9566233.824,9422079.713
189,0.329113924,0.329113924,0.139240506,3749076.877,2663509.359,1.481012658,0.556962025,908344.1683,0.17721519,6788458.686,3075737.329,0,6788458.686,33,3671292.372,0.455696203,79,1.09E+07,0,1786911.342,0,9927717.346,6788458.686
189,0.23880597,0.23880597,0.134328358,2697727.853,2597615.375,1.313432836,0.492537313,372863.3022,0.149253731,9968061.698,5054696.245,9968061.698,0,45,2681172.863,0.447761194,67,1.16E+07,0,1783437.421,0,1.00E+07,9968061.698
189,0.196721311,0.196721311,0.081967213,2254737.363,2472415.529,0.770491803,0.426229508,300620.1172,0.131147541,7349760.47,4384570.238,0,7349760.47,57,2022070.624,0.442622951,61,1.34E+07,0,1175410.661,0,1.21E+07,7349760.47
189,0.228070175,0.228070175,0.122807018,2828555.98,2568336.716,0.877192982,0.578947368,334341.1027,0.122807018,1.03E+07,6469935.073,1.03E+07,0,69,2930746.685,0.50877193,57,1.50E+07,0,1306697.627,0,1.30E+07,1.03E+07
189,0.156862745,0.156862745,0.039215686,2300006.423,3211703.963,1.156862745,0.450980392,501728.9091,0.137254902,7441790.587,6198985.095,0,7441790.587,81,1928309.103,0.529411765,51,1.79E+07,0,2015186.8,0,1.60E+07,7441790.587
189,0.16,0.16,0.08,2730479.111,3298657.109,0.86,0.58,202203.4611,0.06,1.10E+07,8656132.497,1.10E+07,0,93,2492401.138,0.52,50,2.11E+07,0,1517382.27,0,1.84E+07,1.10E+07
189,0.022222222,0.022222222,0,1664683.296,0,0,0.422222222,0,0,9056629.774,9379639.569,0,9056629.774,105,1498971.329,0.4,45,2.62E+07,0,1.00E-04,0,2.33E+07,9056629.774
189,0.045454545,0.045454545,0,2120951.343,2987739.488,0.204545455,0.5,32344.65705,0.022727273,1.42E+07,1.35E+07,1.42E+07,0,117,1840305.906,0.477272727,44,3.28E+07,0,611128.5316,0,2.86E+07,1.42E+07
189,0.069767442,0.069767442,0,2159100.681,2574292.636,0.046511628,0.558139535,140400.7735,0.069767442,1.16E+07,1.49E+07,0,1.16E+07,129,1997682.575,0.581395349,43,4.12E+07,0,119734.5413,0,3.66E+07,1.16E+07
189,0.046511628,0.046511628,0.023255814,1420534.298,5806873.043,0.441860465,0.418604651,46998.45847,0.023255814,1.93E+07,2.13E+07,1.93E+07,0,141,1419474.096,0.418604651,43,5.29E+07,0,2295740.506,0,4.64E+07,1.93E+07
191,0.29,0.29,0,5393209.325,2982169.547,1.41,0.41,2354727.808,0.29,1.00E+07,4075883.875,4295992.469,5750001.438,9,3349279.723,0.41,100,1.42E+07,0,1998053.597,0,1.24E+07,1.00E+07
191,0.23,0.23,0.13,4235205.12,1913765.332,0.99,0.49,480075.7125,0.09,1.23E+07,6398683.548,7987467.752,4295992.469,21,4089455.748,0.39,100,1.40E+07,0,1109983.892,0,1.21E+07,1.23E+07
191,0.337209302,0.337209302,0.104651163,5360152.941,3237000.399,1.686046512,0.546511628,1818051.893,0.313953488,1.01E+07,4264007.604,2115528.397,7987467.752,33,4001915.063,0.593023256,86,1.45E+07,0,2484209.608,0,1.31E+07,1.01E+07
191,0.297619048,0.297619048,0.178571429,3524081.791,2624678.66,1.261904762,0.488095238,730035.7379,0.19047619,1.44E+07,6493869.318,1.23E+07,2115528.397,45,3338557.289,0.476190476,84,1.56E+07,0,1874770.471,0,1.36E+07,1.44E+07
191,0.28,0.28,0.066666667,3389054.308,3537171.004,1.213333333,0.493333333,872969.5743,0.213333333,1.27E+07,5745296.821,416963.4184,1.23E+07,57,3093293.326,0.546666667,75,1.76E+07,0,2169464.882,0,1.58E+07,1.27E+07
191,0.214285714,0.214285714,0.1,2661720.672,3789367.454,1.3,0.442857143,468393.6149,0.128571429,2.05E+07,8973495.463,2.00E+07,416963.4184,69,2482245.629,0.471428571,70,2.07E+07,0,2814958.68,0,1.79E+07,2.05E+07
191,0.171875,0.171875,0.046875,2749106.971,3047900.044,0.59375,0.484375,282963.9977,0.125,1.81E+07,8004567.405,0,1.81E+07,81,2544340.9,0.5,64,2.47E+07,0,1428703.146,0,2.22E+07,1.81E+07
191,0.131147541,0.131147541,0.049180328,1566912.119,5608840.73,0.950819672,0.327868852,125069.5168,0.049180328,3.16E+07,1.37E+07,3.16E+07,0,93,1438283.687,0.278688525,61,3.14E+07,0,3402083.722,0,2.71E+07,3.16E+07
191,0.071428571,0.071428571,0,2573889.457,4814939.027,0.517857143,0.482142857,158930.19,0.035714286,2.88E+07,1.29E+07,0,2.88E+07,105,2174555.92,0.482142857,56,3.93E+07,0,1977564.243,0,3.53E+07,2.88E+07
191,0.055555556,0.055555556,0,2191268.848,4455387.166,0.277777778,0.425925926,97862.28209,0.037037037,5.04E+07,2.19E+07,5.04E+07,0,117,1847036.4,0.407407407,54,4.99E+07,0,1155100.376,0,4.31E+07,5.04E+07
191,0.037735849,0.037735849,0,2130423.542,8059156.027,0.132075472,0.471698113,107041.2067,0.037735849,4.79E+07,2.10E+07,0,4.79E+07,129,1894361.837,0.509433962,53,6.40E+07,0,1064416.834,0,5.75E+07,4.79E+07
191,0.037735849,0.037735849,0,1903223.706,4397059.291,0.094339623,0.433962264,58008.52677,0.018867925,8.52E+07,3.60E+07,8.52E+07,0,141,1846337.775,0.433962264,53,8.24E+07,0,414816.9143,0,7.13E+07,8.52E+07
193,0.41,0.41,0.02,6512293.502,3877985.112,2.03,0.49,3359992.969,0.41,8286865.198,3392500.848,2536863.76,5750001.438,9,4103143.27,0.49,100,1.34E+07,0,2947268.685,0,1.17E+07,8286865.198
193,0.37,0.37,0.22,5090417.632,3181619.397,1.98,0.55,1068916.389,0.18,1.05E+07,5525311.156,7926822.086,2536863.76,21,4668056.937,0.46,100,1.23E+07,0,2354398.354,1.00E-09,1.05E+07,1.05E+07
193,0.320987654,0.320987654,0.160493827,3981211.048,2673529.372,1.259259259,0.50617284,1066741.597,0.271604938,8919328.371,3179295.783,992506.2851,7926822.086,33,3369966.466,0.555555556,81,1.27E+07,0,1419281.025,1.23E-09,1.17E+07,8919328.371
193,0.25974026,0.246753247,0.155844156,2459555.825,3172993.373,1.233766234,0.363636364,596297.4142,0.168831169,1.36E+07,6639468.574,1.26E+07,992506.2851,45,2110334.887,0.402597403,77,1.46E+07,0,1813139.07,1.30E-09,1.25E+07,1.36E+07
193,0.257142857,0.257142857,0.1,3109466.931,3506480.292,1.285714286,0.5,647295.1209,0.171428571,1.13E+07,5107744.867,0,1.13E+07,57,2920851.595,0.514285714,70,1.65E+07,0,2454536.205,1.43E-09,1.49E+07,1.13E+07
193,0.1875,0.1875,0.046875,2779993.215,4759870.454,1,0.5,245429.7063,0.078125,1.82E+07,8706032.384,1.82E+07,0,69,2589325.82,0.453125,64,1.92E+07,0,2231189.275,1.56E-09,1.65E+07,1.82E+07
193,0.122807018,0.122807018,0,2193652.838,4776825.887,0.456140351,0.368421053,401920.1416,0.122807018,1.56E+07,7363288.09,0,1.56E+07,81,1706128.979,0.456140351,57,2.35E+07,0,1424667.37,1.75E-09,2.12E+07,1.56E+07
193,0.140350877,0.140350877,0.035087719,2235028.969,2883523.504,0.596491228,0.438596491,331138.195,0.122807018,2.61E+07,1.33E+07,2.61E+07,0,93,2062084.459,0.49122807,57,2.88E+07,0,1214115.16,1.75E-09,2.47E+07,2.61E+07
193,0.125,0.125,0.053571429,2904527.733,4633980.563,0.875,0.571428571,251008.0024,0.071428571,2.27E+07,1.08E+07,0,2.27E+07,105,2758719.039,0.589285714,56,3.54E+07,0,2896237.852,1.79E-09,3.20E+07,2.27E+07
193,0.094339623,0.094339623,0.056603774,2540529.525,3827235.341,0.264150943,0.490566038,71216.27947,0.037735849,3.90E+07,2.03E+07,3.90E+07,0,117,2200782.251,0.452830189,53,4.44E+07,0,938755.8384,1.89E-09,3.81E+07,3.90E+07
193,0.06,0.06,0,2084009.849,6272798.028,0.26,0.5,79701.3796,0.04,3.63E+07,1.74E+07,0,3.63E+07,129,2109777.847,0.5,50,5.65E+07,0,1505471.527,2.00E-09,5.11E+07,3.63E+07
193,0.040816327,0.040816327,0,2239910.007,6107492.843,0.06122449,0.530612245,0,0,6.38E+07,3.31E+07,6.38E+07,0,141,2254953.901,0.489795918,49,7.22E+07,0,373928.1334,4.08E-09,6.20E+07,6.38E+07
195,0.32,0.32,0.03,5631352.219,3271685.769,1.27,0.51,2719726.227,0.32,8798188.54,3910000.978,3048187.102,5750001.438,9,4232086.671,0.52,100,1.33E+07,0,1897577.746,0.01,1.15E+07,8798188.54
195,0.35,0.35,0.2,5410915.641,3131868.677,1.66,0.52,1125910.935,0.21,1.05E+07,5039647.534,7441457.513,3048187.102,21,4446016.572,0.43,100,1.25E+07,0,2035714.64,0.01,1.08E+07,1.05E+07
195,0.337209302,0.337209302,0.139534884,3963880.116,3394481.767,1.76744186,0.488372093,949074.8041,0.244186047,9642522.678,4051612.166,2201065.165,7441457.513,33,3512367.857,0.488372093,86,1.31E+07,0,2407713.812,0,1.18E+07,9642522.678
195,0.358974359,0.346153846,0.153846154,3668456.446,3596525.846,1.653846154,0.5,1008270.047,0.217948718,1.25E+07,5893663.876,1.03E+07,2201065.165,45,3365184.339,0.474358974,78,1.42E+07,0,2397683.897,0,1.23E+07,1.25E+07
195,0.23880597,0.23880597,0.119402985,2669303.729,3325237.712,1.313432836,0.417910448,419764.6919,0.149253731,1.23E+07,5359701.108,2010970.5,1.03E+07,57,2297571.648,0.447761194,67,1.63E+07,0,1786694.89,0,1.47E+07,1.23E+07
195,0.163934426,0.163934426,0.081967213,2097901.078,2549184.81,0.885245902,0.393442623,236333.1541,0.098360656,1.87E+07,8297694.123,1.66E+07,2010970.5,69,1976149.878,0.393442623,61,1.96E+07,0,1295487.363,0,1.70E+07,1.87E+07
195,0.140350877,0.140350877,0.087719298,3185474.947,4875232.558,0.964912281,0.578947368,223584.4913,0.087719298,1.71E+07,8199541.194,496644.7594,1.66E+07,81,2818050.619,0.578947368,57,2.31E+07,0,2394851.081,0,2.06E+07,1.71E+07
195,0.092592593,0.092592593,0.018518519,2067422.885,2826647.697,0.351851852,0.5,114019.4458,0.037037037,2.85E+07,1.17E+07,2.80E+07,496644.7594,93,2209721.02,0.462962963,54,2.85E+07,0,889870.5714,0,2.48E+07,2.85E+07
195,0.019607843,0.019607843,0,2515347.586,4483507.722,0.176470588,0.509803922,37521.0367,0.019607843,2.64E+07,1.28E+07,0,2.64E+07,105,2132897.765,0.529411765,51,3.54E+07,0,791207.2451,0,3.14E+07,2.64E+07
195,0.039215686,0.039215686,0,2427955.973,3754956.063,0.196078431,0.490196078,68495.14946,0.039215686,4.56E+07,1.81E+07,4.56E+07,0,117,2036917.483,0.509803922,51,4.46E+07,0,662639.3052,0,3.90E+07,4.56E+07
195,0.039215686,0.039215686,0,2104392.23,9501014.735,0.137254902,0.509803922,0,0,4.30E+07,2.05E+07,7002.305235,4.30E+07,129,2227976.773,0.470588235,51,5.67E+07,0,1117766.44,0,5.04E+07,4.30E+07
195,0.020408163,0.020408163,0,2115717.062,0,0,0.489795918,54820.77682,0.020408163,7.61E+07,2.97E+07,7.61E+07,7002.305235,141,1938737.155,0.489795918,49,7.29E+07,0,1.00E-04,0,6.37E+07,7.61E+07
197,0.39,0.39,0.07,6653818.314,3926905.698,2.36,0.48,3181380.941,0.39,8559340.372,3507500.877,2809338.935,5750001.438,9,4009280.124,0.48,100,1.35E+07,0,3220062.672,0,1.18E+07,8559340.372
197,0.34,0.34,0.17,4653811.838,3488591.962,1.68,0.45,1258924.899,0.22,1.13E+07,5551070.395,8445828.882,2809338.935,21,3663164.307,0.44,100,1.33E+07,0,2232698.856,0,1.16E+07,1.13E+07
197,0.204545455,0.204545455,0.125,3161718.908,1858634.854,1.022727273,0.386363636,415163.5112,0.136363636,1.14E+07,4311522.573,2986002.215,8445828.882,33,2702632.264,0.397727273,88,1.47E+07,0,1140525.933,0,1.33E+07,1.14E+07
197,0.243902439,0.243902439,0.097560976,3267643.268,3091968.767,1.085365854,0.451219512,431925.1178,0.12195122,1.52E+07,7892565.341,1.22E+07,2986002.215,45,3182968.411,0.37804878,82,1.66E+07,0,1734519.064,0,1.41E+07,1.52E+07
197,0.180555556,0.180555556,0.055555556,3925802.305,3100204.14,0.986111111,0.555555556,556818.4629,0.138888889,1.38E+07,5629637.667,1602893.506,1.22E+07,57,3434286.032,0.597222222,72,1.85E+07,0,1894569.196,0,1.68E+07,1.38E+07
197,0.202898551,0.202898551,0.043478261,3655595.684,3408189.628,0.797101449,0.565217391,625655.308,0.15942029,2.01E+07,9743769.9,1.85E+07,1602893.506,69,3401176.558,0.594202899,69,2.10E+07,0,1679397.788,0,1.79E+07,2.01E+07
197,0.181818182,0.181818182,0.075757576,3198233.859,5140286.622,1.333333333,0.5,404696.9446,0.106060606,1.87E+07,7348747.304,163625.6136,1.85E+07,81,2712795.737,0.5,66,2.50E+07,0,3504740.879,0,2.27E+07,1.87E+07
197,0.147540984,0.147540984,0.032786885,3191490.012,3737825.42,0.459016393,0.606557377,299539.5176,0.081967213,3.06E+07,1.41E+07,3.04E+07,163625.6136,93,3167752.274,0.573770492,61,2.98E+07,0,1348068.184,0,2.54E+07,3.06E+07
197,0.087719298,0.087719298,0.01754386,2662968.952,3041350.183,0.280701754,0.473684211,101188.2729,0.035087719,2.81E+07,1.08E+07,0,2.81E+07,105,2336345.804,0.456140351,57,3.70E+07,0,746998.2905,0,3.36E+07,2.81E+07
197,0.037037037,0.037037037,0,2243079.366,4307996.219,0.296296296,0.407407407,52649.26679,0.018518519,4.91E+07,2.22E+07,4.91E+07,0,117,1786195.009,0.407407407,54,4.69E+07,0,1196665.616,0,4.00E+07,4.91E+07
197,0.018867925,0.018867925,0,2402669.986,0,0,0.528301887,60293.75181,0.018867925,4.62E+07,1.76E+07,0,4.62E+07,129,2339850.329,0.547169811,53,5.96E+07,0,1.00E-04,0,5.42E+07,4.62E+07
197,0.018867925,0.018867925,0,2496814.483,6197198.786,0.075471698,0.490566038,67893.46062,0.018867925,8.18E+07,3.60E+07,8.18E+07,0,141,2163180.059,0.509433962,53,7.63E+07,0,467713.116,0,6.52E+07,8.18E+07
199,0.42,0.42,0.04,6379306.299,3790002.579,1.9,0.53,3424496.636,0.42,7825850.984,3335000.834,2075849.546,5750001.438,9,4499653.818,0.53,100,1.30E+07,0,2615101.779,0,1.13E+07,7825850.984
199,0.27,0.26,0.14,3488105.312,2180603.174,1.19,0.41,685265.2487,0.16,1.16E+07,5132723.743,9560448.079,2075849.546,21,3428729.905,0.36,100,1.29E+07,0,1439198.095,0,1.13E+07,1.16E+07
199,0.370786517,0.359550562,0.179775281,4466675.152,3250434.422,1.662921348,0.483146067,1503434.765,0.292134831,8905695.371,4134129.975,0,8905695.371,33,3622697.076,0.505617978,89,1.37E+07,0,2154782.37,0,1.22E+07,8905695.371
199,0.317073171,0.317073171,0.219512195,3664264.809,3553448.607,1.865853659,0.463414634,590825.015,0.170731707,1.39E+07,6388032.416,1.39E+07,0,45,3202370.029,0.402439024,82,1.48E+07,0,2730088.564,0,1.28E+07,1.39E+07
199,0.271428571,0.271428571,0.157142857,3015570.876,2730953.636,0.957142857,0.471428571,536744.8368,0.142857143,1.11E+07,5388880.275,0,1.11E+07,57,2793757.596,0.414285714,70,1.70E+07,0,1443504.065,0,1.53E+07,1.11E+07
199,0.147540984,0.147540984,0.049180328,2522810.693,3296177.438,0.655737705,0.459016393,325064.6692,0.098360656,1.78E+07,9226756.753,1.78E+07,0,69,2281792.217,0.491803279,61,2.00E+07,0,1512999.48,0,1.72E+07,1.78E+07
199,0.172413793,0.172413793,0.034482759,2504044.963,4842702.528,0.603448276,0.482758621,376373.8561,0.120689655,1.47E+07,7137490.753,0,1.47E+07,81,2450404.084,0.465517241,58,2.41E+07,0,1669897.423,0,2.19E+07,1.47E+07
199,0.109090909,0.109090909,0.036363636,1941469.004,4633497.907,0.6,0.436363636,99979.78806,0.054545455,2.48E+07,1.42E+07,2.48E+07,0,93,1921813.465,0.418181818,55,2.98E+07,0,1853399.163,0,2.55E+07,2.48E+07
199,0.115384615,0.115384615,0.057692308,2299978.154,5086016.923,0.384615385,0.5,41373.12069,0.057692308,2.23E+07,1.09E+07,0,2.23E+07,105,2129050.416,0.442307692,52,3.74E+07,0,1662736.302,0,3.40E+07,2.23E+07
199,0.102040816,0.102040816,0,2671155.616,8788098.766,0.408163265,0.612244898,148326.7722,0.081632653,3.76E+07,2.28E+07,3.76E+07,0,117,2595321.857,0.632653061,49,4.67E+07,0,2331536.407,0,3.96E+07,3.76E+07
199,0.0625,0.0625,0,2219704.785,8234991.316,0.5625,0.541666667,86728.54485,0.0625,3.48E+07,1.65E+07,0,3.48E+07,129,2168359.378,0.604166667,48,5.95E+07,0,3945933.339,0,5.44E+07,3.48E+07
199,0.083333333,0.083333333,0.020833333,1972710.241,9808469.872,0.416666667,0.479166667,67195.3449,0.041666667,6.13E+07,3.75E+07,6.13E+07,0,141,1987877.339,0.458333333,48,7.65E+07,0,3473833.08,0,6.49E+07,6.13E+07
201,0.51,0.51,0.08,7686884.549,3772957.737,2.65,0.59,4197096.924,0.51,6450090.35,2817500.704,700088.9123,5750001.438,9,5102814.164,0.59,100,1.24E+07,0,3320202.809,0,1.07E+07,6450090.35
201,0.5,0.49,0.38,5644507.289,3385259.688,2.67,0.6,1159572.197,0.23,8936319.483,4456923.05,8236230.571,700088.9123,21,5280274.945,0.44,100,1.02E+07,0,2843618.138,0,8839418.729,8936319.483
201,0.356164384,0.356164384,0.191780822,3259798.341,2644353.783,1.876712329,0.506849315,677648.9186,0.273972603,6767962.991,2772246.464,0,6767962.991,33,3095837.456,0.561643836,73,1.04E+07,0,2100993.416,0,9528852.279,6767962.991
201,0.358208955,0.358208955,0.208955224,3166586.384,2725113.689,1.895522388,0.537313433,566560.9178,0.23880597,9422622.957,5167069.431,9422622.957,0,45,3030121.883,0.567164179,67,1.10E+07,0,2033666.932,0,9301738.351,9422622.957
201,0.288135593,0.288135593,0.06779661,2499676.818,4060947.762,1.406779661,0.508474576,462540.121,0.186440678,6962700.405,3485905.164,0,6962700.405,57,2456622.612,0.542372881,59,1.22E+07,0,1996059.069,0,1.12E+07,6962700.405
201,0.226415094,0.226415094,0.075471698,2380914.741,2413064.417,1.037735849,0.566037736,187702.1195,0.094339623,1.04E+07,6655495.495,1.04E+07,0,69,2506672.348,0.471698113,53,1.39E+07,0,1548003.588,0,1.18E+07,1.04E+07
201,0.173913043,0.173913043,0.086956522,2739913.164,2575106.859,1.282608696,0.652173913,160461.7291,0.086956522,7294582.981,4792180.893,0,7294582.981,81,2652755.266,0.586956522,46,1.58E+07,0,1903339.852,0,1.43E+07,7294582.981
201,0.214285714,0.214285714,0.023809524,2527152.412,3518710.384,1.380952381,0.571428571,535186.1886,0.166666667,1.04E+07,8708339.967,1.04E+07,0,93,2125001.903,0.571428571,42,1.88E+07,0,2848479.835,0,1.60E+07,1.04E+07
201,0.175,0.175,0.025,2083447.733,4151477.099,0.925,0.525,352988.3964,0.125,8436356.615,6702319.884,0,8436356.615,105,1728947.395,0.575,40,2.30E+07,0,2283312.404,0,2.09E+07,8436356.615
201,0.052631579,0.052631579,0,1211748.35,1689959.213,0.131578947,0.394736842,12865.62195,0.026315789,1.41E+07,1.35E+07,1.41E+07,0,117,1188563.085,0.368421053,38,2.90E+07,0,177890.4435,0,2.49E+07,1.41E+07
201,0.081081081,0.081081081,0.027027027,1481395.055,3870801.933,0.351351351,0.459459459,38808.76081,0.054054054,1.23E+07,1.09E+07,0,1.23E+07,129,1374250.073,0.432432432,37,3.71E+07,0,1360011.49,0,3.37E+07,1.23E+07
201,0.055555556,0.055555556,0.027777778,1704137.747,6788342.546,0.361111111,0.472222222,64920.92295,0.055555556,2.05E+07,2.26E+07,2.05E+07,0,141,1379121.463,0.527777778,36,4.74E+07,0,1319955.495,0,4.04E+07,2.05E+07
203,0.35,0.35,0.03,5844786.244,3080068.485,1.72,0.47,2834931.93,0.35,8951015.126,3733669.454,3201013.688,5750001.438,9,3964054.381,0.47,100,1.36E+07,0,2310051.364,0,1.18E+07,8951015.126
203,0.22,0.22,0.1,4049316.567,2653651.291,1.28,0.42,559761.165,0.1,1.21E+07,5753493.052,8945388.153,3201013.688,21,3468801.622,0.36,100,1.36E+07,0,1831019.391,0,1.19E+07,1.21E+07
203,0.227272727,0.227272727,0.056818182,3963616.262,2175108.35,0.954545455,0.443181818,896843.3441,0.204545455,1.09E+07,4725723.905,1935921.276,8945388.153,33,3138301.947,0.5,88,1.48E+07,0,1285291.298,0,1.32E+07,1.09E+07
203,0.197674419,0.197674419,0.034883721,2958258.683,3062770.56,0.848837209,0.372093023,588921.0566,0.139534884,1.58E+07,7120178.897,1.39E+07,1935921.276,45,2549028.134,0.418604651,86,1.69E+07,0,1460158.058,0,1.47E+07,1.58E+07
203,0.209876543,0.209876543,0.098765432,3482563.969,2933452.18,1.086419753,0.481481481,426660.2361,0.12345679,1.42E+07,6227212.186,272692.7235,1.39E+07,57,3199518.978,0.444444444,81,1.92E+07,0,2028065.705,0,1.73E+07,1.42E+07
